event_id,country,year,program,event_name,source_url,lots,prices_reported,weights_reported,buyers_reported,price_coverage,weight_coverage,buyer_coverage
27e30bcdac0c444c,Ethiopia,2024,COE,Ethiopia 2024,https://allianceforcoffeeexcellence.org/ethiopia-2024/,29,29,29,29,1,1,1
27f98df4f5c3dba9,El Salvador,2010,COE,2010,https://allianceforcoffeeexcellence.org/el-salvador-2010/,30,30,0,30,1,0,1
29ce078048b6ca5a,Brazil,2016,COE,2016,https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2016/,24,24,0,24,1,0,1
2a8e5a9baaa80905,Thailand,2023,COE,Thailand 2023,https://allianceforcoffeeexcellence.org/thailand-2023/,17,17,17,17,1,1,1
2b2f8fc82c5e8056,Ethiopia,2021,COE,Ethiopia 2021,https://allianceforcoffeeexcellence.org/ethiopia-2021/,33,33,33,33,1,1,1
2ce15a7f40ccc6a3,Taiwan,2024,COE,Taiwan 2024,https://allianceforcoffeeexcellence.org/taiwan-2024/,20,20,20,20,1,1,1
2ce1a77eff6cdd28,Honduras,2016,COE,2016,https://allianceforcoffeeexcellence.org/honduras-2016/,26,26,0,26,1,0,1
2d66f52827193519,Mexico,2024,COE,Mexico 2024,https://allianceforcoffeeexcellence.org/mexico-2024/,44,33,33,33,0.75,0.75,0.75
30131012ffca0563,Colombia,2007,COE,2007 North,https://allianceforcoffeeexcellence.org/colombia-north-2007/,30,30,0,30,1,0,1
306cdc3f652cd29f,Nicaragua,2015,COE,2015,https://allianceforcoffeeexcellence.org/nicaragua-2015/,36,36,0,36,1,0,1
319d40e9b8e35a24,Nicaragua,2022,COE,Nicaragua 2022,https://allianceforcoffeeexcellence.org/nicaragua-2022/,27,27,27,27,1,1,1
3252450a1c4f202d,Rwanda,2018,COE,2018,https://allianceforcoffeeexcellence.org/rwanda-2018/,31,31,0,31,1,0,1
3252450a1c4f202d,Rwanda,2018,NW,2018,https://allianceforcoffeeexcellence.org/rwanda-2018/,7,1,0,1,0.14285714285714285,0,0.14285714285714285
3323c637ef5cd812,Costa Rica,2020,COE,Costa Rica 2020,https://allianceforcoffeeexcellence.org/costa-rica-2020/,28,28,28,28,1,1,1
33788018ae7fb5b7,Costa Rica,2021,COE,Costa Rica 2021,https://allianceforcoffeeexcellence.org/costa-rica-2021/,33,33,33,33,1,1,1
344ddab608c8d8c8,Bolivia,2007,COE,2007,https://allianceforcoffeeexcellence.org/bolivia-2007/,26,26,0,26,1,0,1
35258d5d107d50f1,Indonesia,2022,COE,Indonesia 2022,https://allianceforcoffeeexcellence.org/indonesia-2022/,23,23,23,23,1,1,1
3658e3cf0f8b901b,Guatemala,2010,COE,2010,https://allianceforcoffeeexcellence.org/guatemala-2010/,28,28,0,28,1,0,1
36f7881408411ac3,El Salvador,2024,COE,El Salvador 2024,https://allianceforcoffeeexcellence.org/el-salvador-2024/,33,33,33,33,1,1,1
374bae6a9cdc8d6c,Brazil,2022,COE,Brazil 2022,https://allianceforcoffeeexcellence.org/brazil-2022/,27,27,27,27,1,1,1
378b15a9f8e37b92,Colombia,2019,COE,2019 North,https://allianceforcoffeeexcellence.org/colombia-north-2019/,34,34,34,34,1,1,1
38b2d2e3c7e71d0f,Brazil,2017,COE,2017,https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2017/,28,28,0,28,1,0,1
38b2d2e3c7e71d0f,Brazil,2017,NW,2017,https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2017/,8,5,0,5,0.625,0,0.625
3963608e04ba6462,Mexico,2014,COE,2014,https://allianceforcoffeeexcellence.org/mexico-2014/,19,19,0,19,1,0,1
39c4de609fc7f6d0,Costa Rica,2008,COE,2008,https://allianceforcoffeeexcellence.org/costa-rica-2008/,30,30,0,30,1,0,1
3a9e10cfadb01ede,Honduras,2012,COE,2012,https://allianceforcoffeeexcellence.org/honduras-2012/,20,20,0,20,1,0,1
3b14ef284fc16bc7,Guatemala,2020,COE,Guatemala 2020,https://allianceforcoffeeexcellence.org/guatemala-2020/,31,31,31,31,1,1,1
3d618d74f19c5393,El Salvador,2009,COE,2009,https://allianceforcoffeeexcellence.org/el-salvador-2009/,33,33,0,33,1,0,1
3eba8775b8710914,Peru,2023,COE,Peru 2023,https://allianceforcoffeeexcellence.org/peru-2023/,33,33,33,33,1,1,1
3f24f65f0fcace40,Peru,2022,COE,Peru 2022,https://allianceforcoffeeexcellence.org/peru-2022/,32,32,32,32,1,1,1
3f6557f6d36b2162,Costa Rica,2018,COE,2018,https://allianceforcoffeeexcellence.org/costa-rica-2018/,42,42,0,42,1,0,1
3f6557f6d36b2162,Costa Rica,2018,NW,2018,https://allianceforcoffeeexcellence.org/costa-rica-2018/,5,5,0,5,1,0,1
3fdd9aa5fb9dcee3,Ethiopia,2020,COE,Ethiopia 2020,https://allianceforcoffeeexcellence.org/ethiopia-2020/,31,31,31,31,1,1,1
415b9957427e9382,Rwanda,2013,COE,2013,https://allianceforcoffeeexcellence.org/rwanda-2013/,15,15,0,15,1,0,1
41c894e8f5792c14,Bolivia,2009,COE,2009,https://allianceforcoffeeexcellence.org/bolivia-2009/,30,30,0,30,1,0,1
