country,year,program,stage,process_group,source_url,source_table_id,rank,size,farm_cws,farmer_representative,region,score,download_status,download_error,lot_number,lot_size,high_bid,total_value,high_bidder_s,producer,variety,process,weight_kg,farm,farmer,process_variety,weight_lbs,company_name,farm_name,bid_lb,winner,buyer_s_location,altitude_masl,ranking,price_per_lb,total_price,origin,buyer,na,na_2,na_3,na_4,na_5,na_6,na_7,na_8,na_9,na_10,na_11,na_12,na_13,na_14,na_15,weight_lb,final_bid_lb,processing,lot_no,coffee_washing_station_name,coffee_washing_station_owner,variety_processing,boxes,weight,bid,high_bidder,owner,size_30kg_boxes,hight_bid,high_bid_lb,business_name,farmer_name,farmer_organization,zone,woreda,lot_lbs,size_lbs,weights_kg,altitude_m,estimated_weight_kg,proceso,variedad,winners,weigth_kg,lot,lb,size_69kg_bags,origin_of_buyer,wight_lb,farmer_representetive,farmer_en,farm_en
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,10,NA,NA,NA,NA,88.4,success,NA,NA,NA,$88.30,"$46,720.41",NA,NA,NA,NA,NA,NA,Tatek Alemayehu,NA,529.11,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,11,NA,NA,NA,NA,88.4,success,NA,NA,NA,$37.10,"$80,973.35",NA,NA,NA,NA,NA,NA,Robe Iticha Gurumu,NA,2182.57,"Saza Coffee, Sarutahiko Coffee Inc., Coffee-Tech.co.nz, Cheer Beans Trading Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,12,NA,NA,NA,NA,88.38,success,NA,NA,NA,$21.20,"$30,145.98",NA,NA,NA,NA,NA,NA,Aliyie Gobena Hessa,NA,1421.98,"Tashiro Coffee Co., Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,13,NA,NA,NA,NA,88.37,success,NA,NA,NA,$18.90,"$42,500.62",NA,NA,NA,NA,NA,NA,Boledu Industrial PLC,NA,2248.71,TIMES CLUB & COFFEE LIBRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,14,NA,NA,NA,NA,88.32,success,NA,NA,NA,$22.10,"$23,386.66",NA,NA,NA,NA,NA,NA,AASH Coffee Pulping PLC,NA,1058.22,Blooms Ltd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,15,NA,NA,NA,NA,88.18,success,NA,NA,NA,$18.20,"$48,148.83",NA,NA,NA,NA,NA,NA,Mulugeta Muntasha Bale,NA,2645.54,BPC for Coffee Fiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,16,NA,NA,NA,NA,88.18,success,NA,NA,NA,$18.10,"$42,497.35",NA,NA,NA,NA,NA,NA,Thewodros Nigusse Gemeda,NA,2347.92,M.I.COFFEE CORPORATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,17,NA,NA,NA,NA,88.06,success,NA,NA,NA,$23.10,"$50,417.37",NA,NA,NA,NA,NA,NA,Tracon Trading PLC,NA,2182.57,Arriyadh Roaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,18,NA,NA,NA,NA,88.06,success,NA,NA,NA,$30.10,"$62,709.44",NA,NA,NA,NA,NA,NA,Tracon Trading PLC,NA,2083.37,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,19,NA,NA,NA,NA,88.06,success,NA,NA,NA,$16.40,"$43,386.86",NA,NA,NA,NA,NA,NA,Birhanu Dido Awacho,NA,2645.54,TAKAMURA COFFEE ROASTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,20,NA,NA,NA,NA,87.97,success,NA,NA,NA,$90.70,"$38,991.93",NA,NA,NA,NA,NA,NA,Testi Trading PLC (Plantation),NA,429.9,"BLACK GOLD COFFEE CO., LTD. / OKLAO SPECIALTY COFFEE (TAIWAN) / SHANGHAI BOJIN TRADING CO., LTD. / EIGHTY PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,21,NA,NA,NA,NA,87.85,success,NA,NA,NA,$15.70,"$41,015.78",NA,NA,NA,NA,NA,NA,Birhanu Teklu Maribo,NA,2612.47,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,22,NA,NA,NA,NA,87.82,success,NA,NA,NA,$67.40,"$31,204.18",NA,NA,NA,NA,NA,NA,Testi Trading PLC Suppliers,NA,462.97,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,23,NA,NA,NA,NA,87.59,success,NA,NA,NA,$15.70,"$28,036.12",NA,NA,NA,NA,NA,NA,Semira Negash Kedir,NA,1785.74,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,24,NA,NA,NA,NA,87.59,success,NA,NA,NA,$46.70,21620.7,NA,NA,NA,NA,NA,NA,Feysel Abdosh Coffee Supplier,NA,462.97,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,25,NA,NA,NA,NA,87.56,success,NA,NA,NA,$15.90,42064.09,NA,NA,NA,NA,NA,NA,Nigussie Gemeda Mude,NA,2645.54,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,26,NA,NA,NA,NA,87.53,success,NA,NA,NA,$15.60,34048.09,NA,NA,NA,NA,NA,NA,Robi Wet Coffee Processing PLC,NA,2182.57,Honu Kato Coffee Inc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,27,NA,NA,NA,NA,87.5,success,NA,NA,NA,$15.20,33175.06,NA,NA,NA,NA,NA,NA,Asmamaw Abebayehu,NA,2182.57,"Global Bean Holding, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,28,NA,NA,NA,NA,87.47,success,NA,NA,NA,$16.10,16504.92,NA,NA,NA,NA,NA,NA,AASH Coffee Pulping PLC,NA,1025.15,Huracan Coffee (Sviezia Kava),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,29,NA,NA,NA,NA,87.44,success,NA,NA,NA,$40.20,31905.13,NA,NA,NA,NA,NA,NA,Mate Matewos Lemisso,NA,793.66,Arriyadh Roaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,30,NA,NA,NA,NA,87.38,success,NA,NA,NA,$68.10,74316.85,NA,NA,NA,NA,NA,NA,Assefa Dukale Wakayo Coffee Supplier,NA,1091.29,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,2,Totals:,NA,NA,NA,NA,,success,NA,NA,NA,$32.12/lb,"$1,803,557.95",NA,NA,NA,NA,NA,NA,,NA,56151.62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,87.32,success,NA,NA,NA,$9.00,"$21,131.28","Linking Coffee Co., Ltd.",NA,NA,NA,NA,NA,Gano Adula Sutiya,NA,2347.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,87.26,success,NA,NA,NA,$10.10,"$11,022.03",Latorre&Dutch (China),NA,NA,NA,NA,NA,Faysel Abdosh Yonis,NA,1091.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,87.21,success,NA,NA,NA,$7.00,"$18,518.78","Wataru & Co., Ltd.",NA,NA,NA,NA,NA,Abdurahman HajiKabato Sadin,NA,2645.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,87.09,success,NA,NA,NA,$7.40,"$19,577.00",Coffee-Tech.co.nz ; BC Co. (NZ); Cheer Beans Trading Co. ; Pebble Coffee for Simple Kaffa ; AROMA GROUP (Thailand); Mavis & Co. (NZ) ; Billy Café (NZ) ; Meebz Coffee (NZ) ; Coffee lab (NZ) ; Turning Point coffee (NZ) ; Escape Coffee (NZ),NA,NA,NA,NA,NA,Guji Highland Coffee Plantation PLC,NA,"2,645.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,87.06,success,NA,NA,NA,$9.00,"$5,466.38",Linking Coffee for Buon Caffe,NA,NA,NA,NA,NA,Gujoo Trading PLC,NA,628.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,86.88,success,NA,NA,NA,$19.80,"$47,143.60",Curve Specialty coffee Roastery,NA,NA,NA,NA,NA,Nigussie Nare Ataro,NA,2380.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,86.88,success,NA,NA,NA,$4.10,"$9,626.47",Dongjin Trading,NA,NA,NA,NA,NA,Shimelis Obise Mamo,NA,"2,347.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,86.79,success,NA,NA,NA,$7.50,"$17,857.43","Linking Coffee Co., Ltd.",NA,NA,NA,NA,NA,Hanna Asrat Tilahun,NA,2380.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,86.41,success,NA,NA,NA,$7.50,"$8,432.70",Latorre&Dutch (China),NA,NA,NA,NA,NA,Feysel Abdosh Coffee Supplier,NA,1124.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,NW,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2021/,4,NW,NA,NA,NA,NA,Totals:,success,NA,NA,NA,$9.03/lb,"$158,775.67",,NA,NA,NA,NA,NA,,NA,17592.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,1a,NA,NA,NA,NA,90.69,success,NA,NA,NA,NA,"$              211,904.55",NA,NA,NA,NA,NA,Legese,NA,NA,529.1,NA,NA,$           400.50,LNK Coffee Trading DMCC for Lebunna弘顺,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,1b,NA,NA,NA,NA,90.69,success,NA,NA,NA,NA,"$              211,640.00",NA,NA,NA,NA,NA,Legese,NA,NA,529.1,NA,NA,$           400.00,SAZA COFFEE ( Japan ) & Orsir Coffee (Taiwan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,2,NA,NA,NA,NA,90.25,success,NA,NA,NA,NA,"$                68,794.58",NA,NA,NA,NA,NA,Kenean,NA,NA,363.8,NA,NA,$           189.10,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,3a,NA,NA,NA,NA,90.19,success,NA,NA,NA,NA,"$                63,200.90",NA,NA,NA,NA,NA,A/ Temam,NA,NA,"1,190.00",NA,NA,$              53.11,"Simple Kaffa The Coffe One, Kakalove (Taiwan), Urban Coffee Roaster (HK), Pebble Coffee (Taiwan), Stellar on Coffee (KOREA), The Hub Coffee, Goodboybob Coffee Roasters, Diff Coffee Roasters (Thailand)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,3b,NA,NA,NA,NA,90.19,success,NA,NA,NA,NA,"$                62,494.40",NA,NA,NA,NA,NA,A/ Temam,NA,NA,"1,124.00",NA,NA,$              55.60,KALDI COFFEE FARM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,4,NA,NA,NA,NA,90.17,success,NA,NA,NA,NA,"$              107,100.00",NA,NA,NA,NA,NA,Bukato,NA,NA,"1,190.00",NA,NA,$              90.00,Sulalat Coffee Trading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,5,NA,NA,NA,NA,90.08,success,NA,NA,NA,NA,"$                36,755.55",NA,NA,NA,NA,NA,Samuel,NA,NA,628.3,NA,NA,$              58.50,SARUTAHIKO COFFEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/ethiopia-2022/,2,6,NA,NA,NA,NA,89.92,success,NA,NA,NA,NA,"$                58,882.60",NA,NA,NA,NA,NA,Tilahune,NA,NA,"1,918.00",NA,NA,$              30.70,Kyokuto Fadie Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
