country,year,program,stage,process_group,source_url,source_table_id,rank,size,farm_cws,farmer_representative,region,score,download_status,download_error,lot_number,lot_size,high_bid,total_value,high_bidder_s,producer,variety,process,weight_kg,farm,farmer,process_variety,weight_lbs,company_name,farm_name,bid_lb,winner,buyer_s_location,altitude_masl,ranking,price_per_lb,total_price,origin,buyer,na,na_2,na_3,na_4,na_5,na_6,na_7,na_8,na_9,na_10,na_11,na_12,na_13,na_14,na_15,weight_lb,final_bid_lb,processing,lot_no,coffee_washing_station_name,coffee_washing_station_owner,variety_processing,boxes,weight,bid,high_bidder,owner,size_30kg_boxes,hight_bid,high_bid_lb,business_name,farmer_name,farmer_organization,zone,woreda,lot_lbs,size_lbs,weights_kg,altitude_m,estimated_weight_kg,proceso,variedad,winners,weigth_kg,lot,lb,size_69kg_bags,origin_of_buyer,wight_lb,farmer_representetive,farmer_en,farm_en
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,8,NA,NA,NA,NA,"88,35",success,NA,NA,NA,$17.60,"$8,148.27",NA,NA,NA,NA,NA,EL GUAYABO,NA,NA,462.97,M.I.Coffee Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,9,NA,NA,NA,NA,"88,28",success,NA,NA,NA,$15.50,"$11,003.30",NA,NA,NA,NA,NA,LA PALMA,NA,NA,709.89,"MUSEO Co., Ltd. , liike coffee , ABRI COFFEE FACTORY , 커피화 로스터스 , huelgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,10,NA,NA,NA,NA,"87,74",success,NA,NA,NA,$13.30,"$6,861.20",NA,NA,NA,NA,NA,LA SIBERIA,NA,NA,515.88,Pebble Coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,11,NA,NA,NA,NA,"87,59",success,NA,NA,NA,$14.00,"$14,815.08",NA,NA,NA,NA,NA,LAS BRISAS,NA,NA,"1,058.22","Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,12,NA,NA,NA,NA,"87,37",success,NA,NA,NA,$10.20,"$5,216.99",NA,NA,NA,NA,NA,Manantiales del Frontino,NA,NA,511.47,"Mercanta The Coffee Hunters, 19 Grams (Germany)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,13,NA,NA,NA,NA,"87,35",success,NA,NA,NA,$15.90,"$11,111.87",NA,NA,NA,NA,NA,LA AZUCENA,NA,NA,698.86,terarosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,14,NA,NA,NA,NA,"87,35",success,NA,NA,NA,$14.30,"$16,771.90",NA,NA,NA,NA,NA,EL PORVENIR,NA,NA,"1,172.86",SARUTAHIKO COFFEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,15,NA,NA,NA,NA,"87,22",success,NA,NA,NA,$12.40,"$6,998.31",NA,NA,NA,NA,NA,EL MIRADOR,NA,NA,564.38,Studio Caffeine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,16,NA,NA,NA,NA,"87,17",success,NA,NA,NA,$10.10,"$12,691.96",NA,NA,NA,NA,NA,EL CEDRO,NA,NA,1256.63,honu加藤珈琲店株式会社,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,17,NA,NA,NA,NA,"87,15",success,NA,NA,NA,$12.20,"$6,777.83",NA,NA,NA,NA,NA,SANTA HELENA,NA,NA,555.56,caffeinelab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,18,NA,NA,NA,NA,"87,13",success,NA,NA,NA,$10.10,"$13,248.68",NA,NA,NA,NA,NA,El Bosque,NA,NA,1311.75,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,19,NA,NA,NA,NA,"87,13",success,NA,NA,NA,$11.60,"$6,137.68",NA,NA,NA,NA,NA,EL MIRADOR,NA,NA,529.11,Wataru for GOLPIE COFFEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,20,NA,NA,NA,NA,"87,07",success,NA,NA,NA,$10.40,"$6,488.66",NA,NA,NA,NA,NA,LOS ANGELES,NA,NA,623.91,Wataru for Voila Coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,21,NA,NA,NA,NA,"87,02",success,NA,NA,NA,$12.20,"$7,181.29",NA,NA,NA,NA,NA,LA CUEVITA,NA,NA,588.63,caffeinelab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,22,NA,NA,NA,NA,"87,00",success,NA,NA,NA,$10.00,"$10,582.20",NA,NA,NA,NA,NA,LA PIRAGUA,NA,NA,1058.22,"Wataru & Co., Ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2022,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2022/,2,Total,NA,NA,NA,NA,,success,NA,NA,NA,"Auction Average $/lb
$24.85","Total Auction Value
$290,646.65",NA,NA,NA,NA,NA,,NA,NA,15716.72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.61,success,NA,NA,NA,$70.50,"$23,313.65",NA,NA,NA,NA,NA,Montreal,NA,NA,330.693,Onyx Coffee Lab (USA),NA,NA,NA,NA,NA,1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.61,success,NA,NA,NA,$75.10,"$24,007.22",NA,NA,NA,NA,NA,Montreal,NA,NA,319.6699,GLITCH COFFEE&ROASTERS by MARUKAI(Japan),NA,NA,NA,NA,NA,1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.39,success,NA,NA,NA,$45.00,"$11,904.75",NA,NA,NA,NA,NA,Santa Ana,NA,NA,264.5544,"东方国际商业（集团）有限公司/Fisher coffee 啡舍/SHANGHAI CARMO TRADING CO., LTD (珈露梦咖啡）(Mainland China)",NA,NA,NA,NA,NA,2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.39,success,NA,NA,NA,$45.00,"$10,417.05",NA,NA,NA,NA,NA,Santa Ana,NA,NA,231.4851,"MUSEO Co., Ltd. / 정헌식 / Haewool coffee / 블루문 커피 / Junto coffee roasters / COFFEE HWA / Birosocoffee (South Korea)",NA,NA,NA,NA,NA,2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.33,success,NA,NA,NA,$48.10,"$12,724.86",NA,NA,NA,NA,NA,El Cedral,NA,NA,264.5544,Pebble Coffee (Taiwan),NA,NA,NA,NA,NA,3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.33,success,NA,NA,NA,$48.20,"$7,438.22",NA,NA,NA,NA,NA,El Cedral,NA,NA,154.3234,"Mel Coffee Roasters Co.,Ltd. (Japan)",NA,NA,NA,NA,NA,3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,90.05,success,NA,NA,NA,$40.00,"$14,550.40",NA,NA,NA,NA,NA,Los Aguacates,NA,NA,363.7623,"PRIVATE RESERVE, Rose Cafe玫瑰咖啡（广州）,
乜早咖啡 Miezao Coffee, 东莞够钟饮啡工作室 Dongguan Gouzhongyinfei Studio
(Mainland China)",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,89.78,success,NA,NA,NA,$39.00,"$21,925.02",NA,NA,NA,NA,NA,La Bohemia,NA,NA,562.1781,"Wolfing Coffee, Doris Coffee Lab. (Mainland China)",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,89.56,success,NA,NA,NA,$42.20,"$18,141.78",NA,NA,NA,NA,NA,El Triunfo,NA,NA,429.9009,Pebble Coffee (Taiwan),NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,89.50,success,NA,NA,NA,$24.30,"$9,642.97",NA,NA,NA,NA,NA,Buenos Aires,NA,NA,396.8316,TAKAMURA COFFEE ROASTERS by MARUKAI (Japan),NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,89.39,success,NA,NA,NA,$17.20,"$7,773.54",NA,NA,NA,NA,NA,La Palma,NA,NA,451.9471,elbgold Röstkaffee GmbH (Germany),NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.89,success,NA,NA,NA,$21.00,"$22,917.09",NA,NA,NA,NA,NA,Juanambú,NA,NA,1091.2869,1895 by Lavazza (Italy),NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.83,success,NA,NA,NA,$22.70,"$8,707.72",NA,NA,NA,NA,NA,Juan Martin,NA,NA,383.60388,M.I.Coffee Corporation (South Korea),NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.17,success,NA,NA,NA,$20.10,"$8,419.49",NA,NA,NA,NA,NA,Buena Vista,NA,NA,418.8778,Happenstance Coffee际遇咖啡，Parking Coffee，MARUS COFFEE马路咖啡，铂澜咖啡学院 (Mainland China),NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.06,success,NA,NA,NA,$21.30,"$9,861.26",NA,NA,NA,NA,NA,La cruz,NA,NA,462.9702,Pebble Coffee (Taiwan),NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.00,success,NA,NA,NA,$20.10,"$9,748.90",NA,NA,NA,NA,NA,Zamora,NA,NA,485.0164,"Wataru & Co., Ltd. (Japan)",NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.00,success,NA,NA,NA,$13.60,"$20,088.56",NA,NA,NA,NA,NA,La Vega,NA,NA,1477.0954,BBPC for Coffee Fiel (South Korea),NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.00,success,NA,NA,NA,$20.11,"$9,088.71",NA,NA,NA,NA,NA,Los Guayacanes,NA,NA,451.9471,"Wolfing Coffee, Doris Coffee Lab (Mainland China)",NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,88.00,success,NA,NA,NA,$13.30,"$9,089.62",NA,NA,NA,NA,NA,El Guayabo,NA,NA,683.4322,"Wataru & Co., Ltd. (Japan)",NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,87.89,success,NA,NA,NA,$27.70,"$13,740.31",NA,NA,NA,NA,NA,San Pedro,NA,NA,496.0395,CHG（剁手咖啡群）& abit coffee & 廈門豆威 & Ecofarm Coffee (Mainland China),NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,87.89,success,NA,NA,NA,$13.10,"$6,931.34",NA,NA,NA,NA,NA,El cachingo,NA,NA,529.1088,Wataru for Voila Coffee (Japan),NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,87.78,success,NA,NA,NA,$12.20,"$8,337.85",NA,NA,NA,NA,NA,La mina,NA,NA,683.4322,"Wataru & Co., Ltd. (Japan)",NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,87.61,success,NA,NA,NA,$14.10,"$5,439.92",NA,NA,NA,NA,NA,Los Cachingos,NA,NA,385.8085,BPC for Coffee Fiel (South Korea),NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2023,COE,auction,NA,https://allianceforcoffeeexcellence.org/colombia-2023/,2,NA,NA,NA,NA,NA,87.56,success,NA,NA,NA,$14.50,"$18,221.14",NA,NA,NA,NA,NA,Monteverde,NA,NA,1256.6334,Dabov Specialty Coffee (Bulgaria) Coffee Me Up (Korea),NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
