country,year,program,process_group,rank,score,farm,producer,process,variety,region,source_url,swap_process_variety,process_family,rank_key,entry_rank,farm_key,producer_key,entry_key
Colombia,2017,Not classified,NA,1B,91.28,Mirador – El Naranjo 2017,Rodrigo Arley Díaz,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,1B,1B,mirador el naranjo 2017,rodrigo arley diaz,Colombia|2017|Not classified|NA|1B
Colombia,2017,Not classified,NA,2A,90.78,La Maria 2017,Orlando Ospina Salazar,NA,NA,"La Mesa, Cundinamarca",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,2A,2A,la maria 2017,orlando ospina salazar,Colombia|2017|Not classified|NA|2A
Colombia,2017,Not classified,NA,2B,90.78,La Maria 2017,Orlando Ospina Salazar,NA,NA,"La Mesa, Cundinamarca",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,2B,2B,la maria 2017,orlando ospina salazar,Colombia|2017|Not classified|NA|2B
Colombia,2017,Not classified,NA,3A,90.63,Costa Rica 2017,Abdias Lasso Muñoz,NA,NA,"San Pedro de Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,3A,3A,costa rica 2017,abdias lasso munoz,Colombia|2017|Not classified|NA|3A
Colombia,2017,Not classified,NA,3B,90.63,Costa Rica 2017,Abdias Lasso Muñoz,NA,NA,"San Pedro de Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,3B,3B,costa rica 2017,abdias lasso munoz,Colombia|2017|Not classified|NA|3B
Colombia,2017,Not classified,NA,4A,90.25,Llano Redondo 2017,Angel María López Loaiza,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,4A,4A,llano redondo 2017,angel maria lopez loaiza,Colombia|2017|Not classified|NA|4A
Colombia,2017,Not classified,NA,4B,90.25,Llano Redondo 2017,Angel María López Loaiza,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,4B,4B,llano redondo 2017,angel maria lopez loaiza,Colombia|2017|Not classified|NA|4B
Colombia,2017,Not classified,NA,5A,90.19,La Loma 2017,José Antonio Gualguan Espada,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,5A,5A,la loma 2017,jose antonio gualguan espada,Colombia|2017|Not classified|NA|5A
Colombia,2017,Not classified,NA,5B,90.19,La Loma 2017,José Antonio Gualguan Espada,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,5B,5B,la loma 2017,jose antonio gualguan espada,Colombia|2017|Not classified|NA|5B
Colombia,2017,Not classified,NA,6A,90.11,La España 2017,Duberney Cifuentes Fajardo,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,6A,6A,la espana 2017,duberney cifuentes fajardo,Colombia|2017|Not classified|NA|6A
Colombia,2017,Not classified,NA,6B,90.11,La España 2017,Duberney Cifuentes Fajardo,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,6B,6B,la espana 2017,duberney cifuentes fajardo,Colombia|2017|Not classified|NA|6B
Colombia,2017,Not classified,NA,7,89.94,El Tesoro 2017,Gildardo Cárdenas,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,7,7,el tesoro 2017,gildardo cardenas,Colombia|2017|Not classified|NA|7
Colombia,2017,Not classified,NA,8,89.47,La Mina 2017,Franco Hector José López,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,8,8,la mina 2017,franco hector jose lopez,Colombia|2017|Not classified|NA|8
Colombia,2017,Not classified,NA,9,89.36,El Cairo 2 2017,Lucas Germán Melo Pinchao,NA,NA,"Consaca, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,9,9,el cairo 2 2017,lucas german melo pinchao,Colombia|2017|Not classified|NA|9
Colombia,2017,Not classified,NA,10,88.33,San Vicente 2017,Libardo Cabrera,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,10,10,san vicente 2017,libardo cabrera,Colombia|2017|Not classified|NA|10
Colombia,2017,Not classified,NA,11,88.31,La Estrella 2017,Yinyini Avilez,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,11,11,la estrella 2017,yinyini avilez,Colombia|2017|Not classified|NA|11
Colombia,2017,Not classified,NA,12,88.22,La Altamira 2017,Franco Alexis Garzón Rojas,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,12,12,la altamira 2017,franco alexis garzon rojas,Colombia|2017|Not classified|NA|12
Colombia,2017,Not classified,NA,13,88.19,Cuchilla Loma Gorda 2017,Luis Ancelmo Valencia Burbano,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,13,13,cuchilla loma gorda 2017,luis ancelmo valencia burbano,Colombia|2017|Not classified|NA|13
Colombia,2017,Not classified,NA,14,88.16,La Mina 2 2017,Franco Hector José López,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,14,14,la mina 2 2017,franco hector jose lopez,Colombia|2017|Not classified|NA|14
Colombia,2017,Not classified,NA,15,87.78,El Remanso,Albeiro Roa Ipuz,NA,NA,"Neiva, Hulia",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,15,15,el remanso,albeiro roa ipuz,Colombia|2017|Not classified|NA|15
Colombia,2017,Not classified,NA,16,87.66,Bateas 2017,Fildardo Varón Paya,NA,NA,"Planadas , Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,16,16,bateas 2017,fildardo varon paya,Colombia|2017|Not classified|NA|16
Colombia,2017,Not classified,NA,17,87.56,Betel 2017,Luis Arnobi Rodriguez Murcia,NA,NA,"Algeciras, Hulia",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,17,17,betel 2017,luis arnobi rodriguez murcia,Colombia|2017|Not classified|NA|17
Colombia,2017,Not classified,NA,18,87.5,San Francisco 2017,Jorge Enrique Díaz,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,18,18,san francisco 2017,jorge enrique diaz,Colombia|2017|Not classified|NA|18
Colombia,2017,Not classified,NA,19,87.44,La Miranda 2017,Hever Arias Cespedes,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,19,19,la miranda 2017,hever arias cespedes,Colombia|2017|Not classified|NA|19
Colombia,2017,Not classified,NA,20,87.42,El Bosque Del Livano,Gonzalo Cifuentes,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,20,20,el bosque del livano,gonzalo cifuentes,Colombia|2017|Not classified|NA|20
Colombia,2017,Not classified,NA,21,87.38,La Bohemia 2017,Raquel Lasso Muñoz,NA,NA,"San Pedro de Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,21,21,la bohemia 2017,raquel lasso munoz,Colombia|2017|Not classified|NA|21
Colombia,2017,Not classified,NA,22,87.22,Los Laureles 2017,Javier Cruz Devia,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,22,22,los laureles 2017,javier cruz devia,Colombia|2017|Not classified|NA|22
Colombia,2017,Not classified,NA,23,87.19,Villa Sofía 2017,Wilson Eduardo Rodríguez Enciso,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,23,23,villa sofia 2017,wilson eduardo rodriguez enciso,Colombia|2017|Not classified|NA|23
Colombia,2017,Not classified,NA,24,87.17,Lucitania 2017,Wilson Rodriguez Fanco,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,24,24,lucitania 2017,wilson rodriguez fanco,Colombia|2017|Not classified|NA|24
Colombia,2017,Not classified,NA,25,87.13,El Limón 2017,Hideón Muñoz Chávez,NA,NA,"Tabón, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,25,25,el limon 2017,hideon munoz chavez,Colombia|2017|Not classified|NA|25
Colombia,2017,Not classified,NA,26,87.06,El Balso 2017,Libardo Lasso Muñoz,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,26,26,el balso 2017,libardo lasso munoz,Colombia|2017|Not classified|NA|26
Colombia,2017,Not classified,NA,27,87,El Vergel 2017,José Alvaro Cruz Chala,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,27,27,el vergel 2017,jose alvaro cruz chala,Colombia|2017|Not classified|NA|27
Colombia,2017,Not classified,NA,28,86.81,Limón 2017,Willintog Peréz,NA,NA,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,28,28,limon 2017,willintog perez,Colombia|2017|Not classified|NA|28
Colombia,2017,Not classified,NA,29,86.78,La Esperanza 2017,Rafael Alfonso Mateus Camacho,NA,NA,"Palestina, Hulia",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,29,29,la esperanza 2017,rafael alfonso mateus camacho,Colombia|2017|Not classified|NA|29
Colombia,2017,Not classified,NA,30,86.75,El Bado – Gallinazera 2017,María Etelvina Díaz,NA,NA,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2017/,FALSE,Not reported,30,30,el bado gallinazera 2017,maria etelvina diaz,Colombia|2017|Not classified|NA|30
Colombia,2018,Not classified,NA,1a,91.35,Cumaral,Andres Londoño Montoya,Washed,Geisha Bourbón,"Montenegro, Quindio",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,1A,1A,cumaral,andres londono montoya,Colombia|2018|Not classified|NA|1A
Colombia,2018,Not classified,NA,1b,91.35,Cumaral,Andres Londoño Montoya,Washed,Geisha Bourbón,"Montenegro, Quindio",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,1B,1B,cumaral,andres londono montoya,Colombia|2018|Not classified|NA|1B
Colombia,2018,Not classified,NA,2a,91.18,La España 1,Duberney Cifuentes Fajardo,Washed,Geisha,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,2A,2A,la espana 1,duberney cifuentes fajardo,Colombia|2018|Not classified|NA|2A
Colombia,2018,Not classified,NA,2b,91.18,La España 1,Duberney Cifuentes Fajardo,Washed,Geisha,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,2B,2B,la espana 1,duberney cifuentes fajardo,Colombia|2018|Not classified|NA|2B
Colombia,2018,Not classified,NA,3a,91,Manantiales del Frontino,Andres Londoño Montoya,Washed,Geisha,"Montenegro, Quindio",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,3A,3A,manantiales del frontino,andres londono montoya,Colombia|2018|Not classified|NA|3A
Colombia,2018,Not classified,NA,3b,91,Manantiales del Frontino,Andres Londoño Montoya,Washed,Geisha,"Montenegro, Quindio",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,3B,3B,manantiales del frontino,andres londono montoya,Colombia|2018|Not classified|NA|3B
Colombia,2018,Not classified,NA,4a,90.91,Las Cuevas,Robinson Olivera,Washed,Colombia,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,4A,4A,las cuevas,robinson olivera,Colombia|2018|Not classified|NA|4A
Colombia,2018,Not classified,NA,4b,90.91,Las Cuevas,Robinson Olivera,Washed,Colombia,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,4B,4B,las cuevas,robinson olivera,Colombia|2018|Not classified|NA|4B
Colombia,2018,Not classified,NA,5a,90.85,El Cairo,Eiver Leonardo Gomez Melo,Washed,Caturra Colombia Typica,"Consaca, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,5A,5A,el cairo,eiver leonardo gomez melo,Colombia|2018|Not classified|NA|5A
Colombia,2018,Not classified,NA,5b,90.85,El Cairo,Eiver Leonardo Gomez Melo,Washed,Caturra Colombia Typica,"Consaca, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,5B,5B,el cairo,eiver leonardo gomez melo,Colombia|2018|Not classified|NA|5B
Colombia,2018,Not classified,NA,6a,90.79,El Mirador 1,Alba Diela López Riascos,Honey,Caturra Colombia Castillo,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Honey / pulped natural,6A,6A,el mirador 1,alba diela lopez riascos,Colombia|2018|Not classified|NA|6A
Colombia,2018,Not classified,NA,6b,90.79,El Mirador 1,Alba Diela López Riascos,Honey,Caturra Colombia Castillo,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Honey / pulped natural,6B,6B,el mirador 1,alba diela lopez riascos,Colombia|2018|Not classified|NA|6B
Colombia,2018,Not classified,NA,7a,90.53,El Cairo,Lucas German Melo,Washed,Caturra Colombia Typica,"Consaca, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,7A,7A,el cairo,lucas german melo,Colombia|2018|Not classified|NA|7A
Colombia,2018,Not classified,NA,7b,90.53,El Cairo,Lucas German Melo,Washed,Caturra Colombia Typica,"Consaca, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,7B,7B,el cairo,lucas german melo,Colombia|2018|Not classified|NA|7B
Colombia,2018,Not classified,NA,8a,90.24,El Brasil,Duvier Tibaguy Guevara,Washed,Caturra Typica,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,8A,8A,el brasil,duvier tibaguy guevara,Colombia|2018|Not classified|NA|8A
Colombia,2018,Not classified,NA,8b,90.24,El Brasil,Duvier Tibaguy Guevara,Washed,Caturra Typica,"Planadas, Tolima",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,8B,8B,el brasil,duvier tibaguy guevara,Colombia|2018|Not classified|NA|8B
Colombia,2018,Not classified,NA,9a,90.21,El Plan,Juan Bautista Lasso Bolaños,Washed,Caturra,"San Pedro Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,9A,9A,el plan,juan bautista lasso bolanos,Colombia|2018|Not classified|NA|9A
Colombia,2018,Not classified,NA,9b,90.21,El Plan,Juan Bautista Lasso Bolaños,Washed,Caturra,"San Pedro Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,9B,9B,el plan,juan bautista lasso bolanos,Colombia|2018|Not classified|NA|9B
Colombia,2018,Not classified,NA,10,89.76,El Paraiso,Diego Samuel Bermudez Tapia,Double Anaerobic,Bourbón,"Piendamo, Cauca",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Experimental,10,10,el paraiso,diego samuel bermudez tapia,Colombia|2018|Not classified|NA|10
Colombia,2018,Not classified,NA,11,88.85,El Paraiso,Jose Gomez,Washed,Caturra,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,11,11,el paraiso,jose gomez,Colombia|2018|Not classified|NA|11
Colombia,2018,Not classified,NA,12,87.65,El Vergel,Juval Antonio Gutierrez,Washed,Caturra Colombia,"Santa Maria, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,12,12,el vergel,juval antonio gutierrez,Colombia|2018|Not classified|NA|12
Colombia,2018,Not classified,NA,13,87.62,El Diviso,Linarco Rodriguez Ospina,Washed,Caturra Typica,"Palestina, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,13,13,el diviso,linarco rodriguez ospina,Colombia|2018|Not classified|NA|13
Colombia,2018,Not classified,NA,14,87.53,Llano Redondo,Angel Maria Lopez Imbajoa,Washed,Caturra Castillo,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,14,14,llano redondo,angel maria lopez imbajoa,Colombia|2018|Not classified|NA|14
Colombia,2018,Not classified,NA,15,87.5,Mexico,Milton Vicente Narvaez Jurado,Washed,Colombia Castillo,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,15,15,mexico,milton vicente narvaez jurado,Colombia|2018|Not classified|NA|15
Colombia,2018,Not classified,NA,16,87.38,Los Alpez,Amparo Pajoy,Washed,Caturra Colombia,"La Plata, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,16,16,los alpez,amparo pajoy,Colombia|2018|Not classified|NA|16
Colombia,2018,Not classified,NA,17,87.32,Mirador – El Naranjo,Rodrigo Arley Diaz Diaz,Washed,Caturra Colombia,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,17,17,mirador el naranjo,rodrigo arley diaz diaz,Colombia|2018|Not classified|NA|17
Colombia,2018,Not classified,NA,18,87.24,Villa Martinez,Gustavo Ramos,Washed,Caturra,"Gigante, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,18,18,villa martinez,gustavo ramos,Colombia|2018|Not classified|NA|18
Colombia,2018,Not classified,NA,19,87.21,Cuchilla Loma Gorda,Guillermo Leon Valencia Burbano,Washed,Caturra,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,19,19,cuchilla loma gorda,guillermo leon valencia burbano,Colombia|2018|Not classified|NA|19
Colombia,2018,Not classified,NA,20,87.12,El Trapiche,Marco Avelio Lasso Muñoz,Honey,Caturra,"San Pedro Cartago, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Honey / pulped natural,20,20,el trapiche,marco avelio lasso munoz,Colombia|2018|Not classified|NA|20
Colombia,2018,Not classified,NA,21,87.03,Buena Vista,Edgar Motta Vargas,Washed,Bourbón,"Acevedo, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,21,21,buena vista,edgar motta vargas,Colombia|2018|Not classified|NA|21
Colombia,2018,Not classified,NA,22,87,Quijiana,Fernando Garcia Contreras,Washed,Caturra,"Pital, Huila",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,22,22,quijiana,fernando garcia contreras,Colombia|2018|Not classified|NA|22
Colombia,2018,Not classified,NA,23,86.97,Casa Blanca,Darwin Fernandez Narvaez,Honey,Caturra,"La Unión, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Honey / pulped natural,23,23,casa blanca,darwin fernandez narvaez,Colombia|2018|Not classified|NA|23
Colombia,2018,Not classified,NA,24,86.94,Altos de la Colina,Oscar James Jurado Andrade,Washed,Caturra Maragogype,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,24,24,altos de la colina,oscar james jurado andrade,Colombia|2018|Not classified|NA|24
Colombia,2018,Not classified,NA,25,86.88,El Salado,Luis Alfredo Lopez Loaiza,Washed,Caturra Castillo,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,25,25,el salado,luis alfredo lopez loaiza,Colombia|2018|Not classified|NA|25
Colombia,2018,Not classified,NA,26,86.85,El Naranjo,Yilmer Fabian Tunubala,Washed,Bourbón,"Inza, Cauca",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,26,26,el naranjo,yilmer fabian tunubala,Colombia|2018|Not classified|NA|26
Colombia,2018,Not classified,NA,27,86.18,Loma Gorda,Moises Hernando Valencia,Washed,Caturra,"Buesaco, Nariño",https://allianceforcoffeeexcellence.org/colombia-2018/,FALSE,Washed,27,27,loma gorda,moises hernando valencia,Colombia|2018|Not classified|NA|27
Colombia,2019,Not classified,NA,1a,92.71,Mikava,Paul Kevin Doyle,Natural,Gesha,Risaralda,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Natural,1A,1A,mikava,paul kevin doyle,Colombia|2019|Not classified|NA|1A
Colombia,2019,Not classified,NA,1b,92.71,Mikava,Paul Kevin Doyle,Natural,Gesha,Risaralda,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Natural,1B,1B,mikava,paul kevin doyle,Colombia|2019|Not classified|NA|1B
Colombia,2019,Not classified,NA,2a,92.18,Betania,Linarco Rodriguez Ospina,Washed,Caturra Tabi,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,2A,2A,betania,linarco rodriguez ospina,Colombia|2019|Not classified|NA|2A
Colombia,2019,Not classified,NA,2b,92.18,Betania,Linarco Rodriguez Ospina,Washed,Caturra Tabi,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,2B,2B,betania,linarco rodriguez ospina,Colombia|2019|Not classified|NA|2B
Colombia,2019,Not classified,NA,3a,91.65,Chaferote,Luis Gerardo Bravo Ordoñez,Washed,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,3A,3A,chaferote,luis gerardo bravo ordonez,Colombia|2019|Not classified|NA|3A
Colombia,2019,Not classified,NA,3b,91.65,Chaferote,Luis Gerardo Bravo Ordoñez,Washed,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,3B,3B,chaferote,luis gerardo bravo ordonez,Colombia|2019|Not classified|NA|3B
Colombia,2019,Not classified,NA,4a,91.61,La Esmeralda,Jose Alden Montero Muñoz,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,4A,4A,la esmeralda,jose alden montero munoz,Colombia|2019|Not classified|NA|4A
Colombia,2019,Not classified,NA,4b,91.61,La Esmeralda,Jose Alden Montero Muñoz,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,4B,4B,la esmeralda,jose alden montero munoz,Colombia|2019|Not classified|NA|4B
Colombia,2019,Not classified,NA,5a,91.38,Porvenir,Luis Orlando Sanchez Guevara,Washed,Gesha,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,5A,5A,porvenir,luis orlando sanchez guevara,Colombia|2019|Not classified|NA|5A
Colombia,2019,Not classified,NA,5b,91.38,Porvenir,Luis Orlando Sanchez Guevara,Washed,Gesha,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,5B,5B,porvenir,luis orlando sanchez guevara,Colombia|2019|Not classified|NA|5B
Colombia,2019,Not classified,NA,6,91.19,Bella Vista,Nito Arbey Molina Navia,Washed,Caturra Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,6,6,bella vista,nito arbey molina navia,Colombia|2019|Not classified|NA|6
Colombia,2019,Not classified,NA,7,91.11,La Cereza,Andres Felipe Ospina Ramirez,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,7,7,la cereza,andres felipe ospina ramirez,Colombia|2019|Not classified|NA|7
Colombia,2019,Not classified,NA,8,91,La Pradera,Oscar Daza Bautista,Honey – Anaerobic,Gesha,Santander,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Experimental,8,8,la pradera,oscar daza bautista,Colombia|2019|Not classified|NA|8
Colombia,2019,Not classified,NA,9,90.5,Los Arboles,Arley Delgado Ortiz,Natural,Gesha,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Natural,9,9,los arboles,arley delgado ortiz,Colombia|2019|Not classified|NA|9
Colombia,2019,Not classified,NA,10,89.54,La Esperanza,Lopez Aguadelo y Cia Limitada,Natural,Gesha,Quindio,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Natural,10,10,la esperanza,lopez aguadelo y cia limitada,Colombia|2019|Not classified|NA|10
Colombia,2019,Not classified,NA,11,89.11,El Encanto,Miguel Angel Botina Morales,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,11,11,el encanto,miguel angel botina morales,Colombia|2019|Not classified|NA|11
Colombia,2019,Not classified,NA,12,89,El Juncal,Yeroby Chavarro Molina,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,12,12,el juncal,yeroby chavarro molina,Colombia|2019|Not classified|NA|12
Colombia,2019,Not classified,NA,13,88.67,El Mandarino,Oscar Efren Gonzalez,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,13,13,el mandarino,oscar efren gonzalez,Colombia|2019|Not classified|NA|13
Colombia,2019,Not classified,NA,14,88.6,La Estrella,Lopez Aguadelo y Cia Limitada,Honey,Gesha,Quindio,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Honey / pulped natural,14,14,la estrella,lopez aguadelo y cia limitada,Colombia|2019|Not classified|NA|14
Colombia,2019,Not classified,NA,15,88.51,La Miel,Miguel Angel Botina Ceron,Washed,Borbon Rosado,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,15,15,la miel,miguel angel botina ceron,Colombia|2019|Not classified|NA|15
Colombia,2019,Not classified,NA,16,88.51,La Orquidea,Benjamin Collazos Rojas,Washed,Colombia,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,16,16,la orquidea,benjamin collazos rojas,Colombia|2019|Not classified|NA|16
Colombia,2019,Not classified,NA,17,88.42,La Gaviota,Fabio Londoño,Washed,Borbon Amarillo y Rojo,Valle del Cauca,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,17,17,la gaviota,fabio londono,Colombia|2019|Not classified|NA|17
Colombia,2019,Not classified,NA,18,88.31,El Diviso,Linarco Rodriguez Ospina,Washed,Caturra Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,18,18,el diviso,linarco rodriguez ospina,Colombia|2019|Not classified|NA|18
Colombia,2019,Not classified,NA,19,88.17,Alcatraz,Wilfredo Ule Vargas,Washed,Caturra Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,19,19,alcatraz,wilfredo ule vargas,Colombia|2019|Not classified|NA|19
Colombia,2019,Not classified,NA,20,88.11,Los Lagos,Mauricio Botina Ceron,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,20,20,los lagos,mauricio botina ceron,Colombia|2019|Not classified|NA|20
Colombia,2019,Not classified,NA,21,88.03,Castellon,Jairo Arcila,Honey,Gesha,Quindio,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Honey / pulped natural,21,21,castellon,jairo arcila,Colombia|2019|Not classified|NA|21
Colombia,2019,Not classified,NA,22,87.85,Calamar,Andres Felipe Londoño,Washed,Borbon Rojo,Valle del Cauca,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,22,22,calamar,andres felipe londono,Colombia|2019|Not classified|NA|22
Colombia,2019,Not classified,NA,23,87.76,La Esperanza,Ari Jesus Ome Jimenez,Washed,Caturra,Huila,https://allianceforcoffeeexcellence.org/colombia-north-2019/,FALSE,Washed,23,23,la esperanza,ari jesus ome jimenez,Colombia|2019|Not classified|NA|23
