event_id,event_name,event_type,country,year,program,process_group,rank,score,farm,producer,process,variety,region,source_url,swap_process_variety,process_family,process_classification_source,rank_key,entry_rank,farm_key,producer_key,entry_key,lot_key,auction_rank,final_bid_usd_lb,weight_lb,total_value_usd,buyer,price_reported,weight_reported,buyer_reported,value_reported,calculated_value_usd,relative_value_difference,value_identity_status,match_status,unmatched_reason,eligible_matched_price_sample,process_label_status,base_process,innovation_class,experimental_method,experimental_technology,first_observed_year_country,last_observed_year_country,left_censored_at_baseline,appearance_after_baseline,first_observed_experimental_entry,reproduced_experimental_entry
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,12,88.17,Fazenda Catanduva II,Marie Nakao Sasaki,Pulped Natural,Catuaí Amarelo,Cerrado Mineiro,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,12,12,fazenda catanduva ii,marie nakao sasaki,f8c00d6b60400117|COE|NA|12,f8c00d6b60400117|COE|NA|12,12,15.1,793.67,11984.42,TAKAMURA COFFEE ROASTERS,TRUE,TRUE,TRUE,TRUE,11984.417,2.5032500534954385e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,13,88.13,Sítio Matinha,Edson Junior De Miranda,Pulped Natural,Catuaí Amarelo,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,13,13,sitio matinha,edson junior de miranda,f8c00d6b60400117|COE|NA|13,f8c00d6b60400117|COE|NA|13,13,10,694.46,6944.6,Mercanta Ltd & Times Club Japan,TRUE,TRUE,TRUE,TRUE,6944.6,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,14,88.1,Sítio Monte Alegre,Glycia Emerenciana Pereira Carneiro E Outros,Pulped Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,14,14,sitio monte alegre,glycia emerenciana pereira carneiro e outros,f8c00d6b60400117|COE|NA|14,f8c00d6b60400117|COE|NA|14,14,8.6,760.6,6541.16,DABOV Specialty Coffee,TRUE,TRUE,TRUE,TRUE,6541.16,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,15,88.1,Fazenda Recreio,Homero Teixeira De Macedo Junior,Natural,Gesha,Média Mogiana,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,15,15,fazenda recreio,homero teixeira de macedo junior,f8c00d6b60400117|COE|NA|15,f8c00d6b60400117|COE|NA|15,15,26,694.46,18055.96,KALDI COFFEE FARM,TRUE,TRUE,TRUE,TRUE,18055.96,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,16,87.87,Vista Brigadeiro,Waldemar Ferreira De Paula,Washed,Catuaí 785,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Washed,reported process,16,16,vista brigadeiro,waldemar ferreira de paula,f8c00d6b60400117|COE|NA|16,f8c00d6b60400117|COE|NA|16,16,11,694.46,7639.06,NOZY COFFEE,TRUE,TRUE,TRUE,TRUE,7639.06,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Washed,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,17,87.87,Fazenda Cerca De Pedra São Benedito,Silvio Leite Café,Natural,"Catuaí Amarelo, Catuaí Vermelho",Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,17,17,fazenda cerca de pedra sao benedito,silvio leite cafe,f8c00d6b60400117|COE|NA|17,f8c00d6b60400117|COE|NA|17,17,57.1,760.6,43430.26,Saza Coffee,TRUE,TRUE,TRUE,TRUE,43430.26,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,18,87.83,Fazenda Campo Alegre,Amarildo Corsi Da Silva,Pulped Natural,Catuaí 144,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,18,18,fazenda campo alegre,amarildo corsi da silva,f8c00d6b60400117|COE|NA|18,f8c00d6b60400117|COE|NA|18,18,8.8,793.67,6984.3,Kyokuto Fadie Corporation,TRUE,TRUE,TRUE,TRUE,6984.296,5.72713085048668e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,19,87.83,Sitio Rochedo,Osman Chirgo Martins,Natural,"Catuaí, Catucaí",Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,19,19,sitio rochedo,osman chirgo martins,f8c00d6b60400117|COE|NA|19,f8c00d6b60400117|COE|NA|19,19,8.7,826.73,7192.55,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,7192.5509999999995,1.3903274906594074e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,2a,90.14,Fazenda Do I.P.,Luiz Paulo Dias Pereira E Outros,Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,2A,2,fazenda do i p,luiz paulo dias pereira e outros,f8c00d6b60400117|COE|NA|2,f8c00d6b60400117|COE|NA|2A,2A,25.1,396.83,9960.43,Japan Roasters’ Network,TRUE,TRUE,TRUE,TRUE,9960.433,3.0119181607733605e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,2a,90.14,Fazenda Do I.P.,Luiz Paulo Dias Pereira E Outros,Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,2A,2,fazenda do i p,luiz paulo dias pereira e outros,f8c00d6b60400117|COE|NA|2,f8c00d6b60400117|COE|NA|2B,2B,25.1,396.83,9960.43,"회현카페 , 커피플랜트 (Coffeeplant)",TRUE,TRUE,TRUE,TRUE,9960.433,3.0119181607733605e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,20,87.83,Fazenda Pedro Rodrigues,Valgleber Sacramentos Santos Mafra,Natural,Red Catucaí,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,20,20,fazenda pedro rodrigues,valgleber sacramentos santos mafra,f8c00d6b60400117|COE|NA|20,f8c00d6b60400117|COE|NA|20,20,8.6,760.6,6541.16,Honu Kato Coffee Inc.,TRUE,TRUE,TRUE,TRUE,6541.16,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,21,87.8,Sítio Mutuca,Nathan Lopes Sanglard,Pulped Natural,Catucaí Vermelho,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,21,21,sitio mutuca,nathan lopes sanglard,f8c00d6b60400117|COE|NA|21,f8c00d6b60400117|COE|NA|21,21,8.5,1289.71,10962.54,"Linking Coffee Co., Ltd.",TRUE,TRUE,TRUE,TRUE,10962.535,4.560986779540721e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,22,87.67,Fazenda Pedra Preta,Claudia Maria Carneiro Bustamante,Natural,Catucaí 2sl,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,22,22,fazenda pedra preta,claudia maria carneiro bustamante,f8c00d6b60400117|COE|NA|22,f8c00d6b60400117|COE|NA|22,22,8.6,1554.26,13366.64,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,13366.635999999999,2.99252467397559e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,23,87.47,Fazenda Rainha,Fazenda Sertãozinho Ltda.,Natural,Gesha,Média Mogiana,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,23,23,fazenda rainha,fazenda sertaozinho ltda,f8c00d6b60400117|COE|NA|23,f8c00d6b60400117|COE|NA|23,23,18.6,793.67,14762.26,KALDI COFFEE FARM,TRUE,TRUE,TRUE,TRUE,14762.262,1.3548061072000178e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,24,87.4,Sítio Da Serra,Paulo Henrique Miranda,Pulped Natural,Catucaí acu- iapar 59,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,24,24,sitio da serra,paulo henrique miranda,f8c00d6b60400117|COE|NA|24,f8c00d6b60400117|COE|NA|24,24,8.5,826.73,7027.21,GLITCH COFFEE & ROASTERS,TRUE,TRUE,TRUE,TRUE,7027.205,7.115199346695401e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,25,87.33,Sitio São João,João Batista Dos Santos,Pulped Natural,Catucaí,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,25,25,sitio sao joao,joao batista dos santos,f8c00d6b60400117|COE|NA|25,f8c00d6b60400117|COE|NA|25,25,8.5,661.39,5621.82,Wataru for Voila Coffee,TRUE,TRUE,TRUE,TRUE,5621.815,8.893916916779868e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,26,87.33,Sítio Rancho Dantas,Florentino Meneguetti,Fully Washed,Catucaí 785,Montanhas do Espírito Santo,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Washed,reported process,26,26,sitio rancho dantas,florentino meneguetti,f8c00d6b60400117|COE|NA|26,f8c00d6b60400117|COE|NA|26,26,9.2,793.67,7301.76,"Linking Coffee Co., Ltd.",TRUE,TRUE,TRUE,TRUE,7301.763999999999,5.478131298475872e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Washed,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,27,87.3,Fazenda Irmãs Pereira,Maria Rogéria Costa Pereira E Outros,Pulped Natural,Gesha,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,27,27,fazenda irmas pereira,maria rogeria costa pereira e outros,f8c00d6b60400117|COE|NA|27,f8c00d6b60400117|COE|NA|27,27,9.2,793.67,7301.76,"Linking Coffee Co., Ltd.",TRUE,TRUE,TRUE,TRUE,7301.763999999999,5.478131298475872e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,28,87.17,Sitio Santa Barbara,Lindolfo Martins De Assunção,Pulped Natural,Catuaí Vermelho,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,28,28,sitio santa barbara,lindolfo martins de assuncao,f8c00d6b60400117|COE|NA|28,f8c00d6b60400117|COE|NA|28,28,8.2,1058.22,8677.4,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,8677.403999999999,4.6096757081567267e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,29,87.1,Fazenda Ponte Alta,Marina Brito Oliveira,Natural,Catuaí Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,29,29,fazenda ponte alta,marina brito oliveira,f8c00d6b60400117|COE|NA|29,f8c00d6b60400117|COE|NA|29,29,8.1,727.53,5892.99,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,5892.9929999999995,5.090794316131006e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,3,89.43,Sítio São Pedro,Pedro Brás,Natural,Gesha,Sul de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,3,3,sitio sao pedro,pedro bras,f8c00d6b60400117|COE|NA|3,f8c00d6b60400117|COE|NA|3,3,42.4,694.46,29445.1,"Orsir Coffee Co., Ltd.",TRUE,TRUE,TRUE,TRUE,29445.104,1.3584603213488517e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,4,89.18,Fazenda Ressaca,Wedson Marques De Souza,Pulped Natural,Catuaí,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,4,4,fazenda ressaca,wedson marques de souza,f8c00d6b60400117|COE|NA|4,f8c00d6b60400117|COE|NA|4,4,13.5,793.67,10714.55,Terarosa (Haksan Co. Ltd),TRUE,TRUE,TRUE,TRUE,10714.545,4.666551557647913e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,5,89.11,Fazenda Sáo Benedito,Antonio Jose Junqueira Villela,Pulped Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,5,5,fazenda sao benedito,antonio jose junqueira villela,f8c00d6b60400117|COE|NA|5,f8c00d6b60400117|COE|NA|5,5,9.2,1554.26,14299.19,NOZY COFFEE,TRUE,TRUE,TRUE,TRUE,14299.192,1.398680623579702e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,6,89.07,Chácara Vista Alegre,José Renato Rodrigues Alves,Natural,Catuaí,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,6,6,chacara vista alegre,jose renato rodrigues alves,f8c00d6b60400117|COE|NA|6,f8c00d6b60400117|COE|NA|6,6,12.25,694.46,8507.14,WAVY COFFEE ROASTERS,TRUE,TRUE,TRUE,TRUE,8507.135,5.877415910869746e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,7,88.93,Fazenda Serra Do Boné,Matheus Lopes Sanglard,Pulped Natural,Catucaí Vermelho,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,7,7,fazenda serra do bone,matheus lopes sanglard,f8c00d6b60400117|COE|NA|7,f8c00d6b60400117|COE|NA|7,7,9.7,1289.71,12510.19,Ecom Japan Limited,TRUE,TRUE,TRUE,TRUE,12510.187,2.39804511411192e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,8,88.89,Fazenda Santo Antônio,Ricardo Vagne Ignotti,Natural,Catuaí 99,Cerrado Mineiro,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Natural,reported process,8,8,fazenda santo antonio,ricardo vagne ignotti,f8c00d6b60400117|COE|NA|8,f8c00d6b60400117|COE|NA|8,8,8.6,694.46,5972.36,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,5972.356,6.697519908219553e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
f8c00d6b60400117,Brazil 2021,COE,Brazil,2021,COE,NA,9,88.68,Sitio Jardim Das Oliveiras,Simone A Dias Sampaio Silva,Pulped Natural,"Catiguá MG1, MG2 e MG3",Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2021/,FALSE,Honey / pulped natural,reported process,9,9,sitio jardim das oliveiras,simone a dias sampaio silva,f8c00d6b60400117|COE|NA|9,f8c00d6b60400117|COE|NA|9,9,9.1,727.53,6620.52,Nagahama Coffee Inc.,TRUE,TRUE,TRUE,TRUE,6620.522999999999,4.531366114432387e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,1,91.41,Fazenda Tijuco,Antonio Rigno de Oliveira Filho,Natural,Catuaí 144,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,1,1,fazenda tijuco,antonio rigno de oliveira filho,374bae6a9cdc8d6c|COE|NA|1,374bae6a9cdc8d6c|COE|NA|1A,1A,43,462.97,19907.71,Caffè Pascucci Torrefazione S.p.A.,TRUE,TRUE,TRUE,TRUE,19907.710000000003,1.8274220425612555e-16,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,1,91.41,Fazenda Tijuco,Antonio Rigno de Oliveira Filho,Natural,Catuaí 144,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,1,1,fazenda tijuco,antonio rigno de oliveira filho,374bae6a9cdc8d6c|COE|NA|1,374bae6a9cdc8d6c|COE|NA|1B,1B,42.9,462.97,19861.41,"KALDI COFFEE FARM (CAMEL COFFEE CO.,LTD.)",TRUE,TRUE,TRUE,TRUE,19861.413,1.5104667798566067e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,10,88.06,Sitio Entre Vales,Diana de Souza Soares Moreira,Natural,Catucaí 2sl,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,10,10,sitio entre vales,diana de souza soares moreira,374bae6a9cdc8d6c|COE|NA|10,374bae6a9cdc8d6c|COE|NA|10,10,7.2,793.66,5714.35,Honu Kato Coffee,TRUE,TRUE,TRUE,TRUE,5714.352,3.4999606245644016e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,11,87.84,SÍTIO DA CHAPADA,MARCUS VINICIUS SOUZA DE CARVALHO e outro(s),Natural,Catucaí Vermelho,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,11,11,sitio da chapada,marcus vinicius souza de carvalho e outro s,374bae6a9cdc8d6c|COE|NA|11,374bae6a9cdc8d6c|COE|NA|11,11,7.4,793.66,5873.08,Honu Kato Coffee,TRUE,TRUE,TRUE,TRUE,5873.084,6.810736444770738e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,12,87.84,SÍTIO SÃO PEDRO,Leticia Brás,Natural,SL28 & GEISHA,Sul de Minas,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,12,12,sitio sao pedro,leticia bras,374bae6a9cdc8d6c|COE|NA|12,374bae6a9cdc8d6c|COE|NA|12,12,7.2,793.66,5714.35,"GSC International Co., Ltd",TRUE,TRUE,TRUE,TRUE,5714.352,3.4999606245644016e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,13,87.81,DRALZIO FERREIRA DE SANTANA,DRAUZIO FERREIRA DE SANTANA,Pulped Natural,Catuaí Amarelo,Matas de Minas,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Honey / pulped natural,reported process,13,13,dralzio ferreira de santana,drauzio ferreira de santana,374bae6a9cdc8d6c|COE|NA|13,374bae6a9cdc8d6c|COE|NA|13,13,7.1,892.87,6339.38,TASHIRO COFFEE,TRUE,TRUE,TRUE,TRUE,6339.3769999999995,4.73232398217362e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,14,87.75,Fazenda Santa Inês,Antonio Jose Junqueira Villela,Pulped Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Honey / pulped natural,reported process,14,14,fazenda santa ines,antonio jose junqueira villela,374bae6a9cdc8d6c|COE|NA|14,374bae6a9cdc8d6c|COE|NA|14,14,8,727.52,5820.16,Volcanica Coffee,TRUE,TRUE,TRUE,TRUE,5820.16,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,15,87.72,Córrego Seco,Edemar Lúcio Matos Martins,Pulped Natural,Catuaí 144,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Honey / pulped natural,reported process,15,15,corrego seco,edemar lucio matos martins,374bae6a9cdc8d6c|COE|NA|15,374bae6a9cdc8d6c|COE|NA|15,15,6.9,1554.26,10724.39,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,10724.394,3.729815869074985e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,16,87.63,Fazenda Capão,Rosilene Lima Novais Mesquita,Natural,Catuaí Vermelho,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,16,16,fazenda capao,rosilene lima novais mesquita,374bae6a9cdc8d6c|COE|NA|16,374bae6a9cdc8d6c|COE|NA|16,16,6.8,925.94,6296.39,NAGAHAMA COFFEE Inc.,TRUE,TRUE,TRUE,TRUE,6296.392,3.1764233147850735e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,17,87.63,Sítio São Judas Tadeu,José Marcio da Silva,Natural,Bourbon Amarelo,Mantiqueira de Minas,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,17,17,sitio sao judas tadeu,jose marcio da silva,374bae6a9cdc8d6c|COE|NA|17,374bae6a9cdc8d6c|COE|NA|17,17,7.2,793.66,5714.35,"Wataru & Co., Ltd.",TRUE,TRUE,TRUE,TRUE,5714.352,3.4999606245644016e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,18,87.47,Terracota Specialty Coffee,felipe luiz ramos de carvalho,Natural,"Catiguá MG1,MG2 e MG3, MG2 e MG3",Alta Mogiana,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,18,18,terracota specialty coffee,felipe luiz ramos de carvalho,374bae6a9cdc8d6c|COE|NA|18,374bae6a9cdc8d6c|COE|NA|18,18,8.1,562.18,4553.66,Little City Coffee Roasters,TRUE,TRUE,TRUE,TRUE,4553.657999999999,4.3920714335445633e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,19,87.47,FAZENDA CHAPADÃO,OSMAR PEREIRA NUNES JUNIOR,Natural,MGS Paraíso 2,Cerrado Mineiro,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Natural,reported process,19,19,fazenda chapadao,osmar pereira nunes junior,374bae6a9cdc8d6c|COE|NA|19,374bae6a9cdc8d6c|COE|NA|19,19,8.85,793.66,7023.89,Studio Caffeine,TRUE,TRUE,TRUE,TRUE,7023.891,1.4237125001875485e-7,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
374bae6a9cdc8d6c,Brazil 2022,COE,Brazil,2022,COE,NA,2,90.59,Sitio Bonilha,Maridalton Silva Santana,Pulped Natural,Catuaí 144,Chapada Diamantina,https://allianceforcoffeeexcellence.org/brazil-2022/,FALSE,Honey / pulped natural,reported process,2,2,sitio bonilha,maridalton silva santana,374bae6a9cdc8d6c|COE|NA|2,374bae6a9cdc8d6c|COE|NA|2A,2A,31,363.76,11276.56,Kyokuto Fadie Corporation,TRUE,TRUE,TRUE,TRUE,11276.56,0,consistent within 2 percent,matched: process group and rank,NA,TRUE,reported,Honey / pulped natural,Conventional,NA,NA,NA,NA,NA,NA,FALSE,FALSE
