country,year,rank,farm,process_group,process,variety,process_family,source_url
Costa Rica,2025,1A,Finca Voo,Experimental,Pending,Catuaí,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,2,La Corona,Experimental,Pending,Geisha,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,3,Hsil – Don Dario,Experimental,Pending,Geisha,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,4,Don Joel,Experimental,Pending,San Roque Quenya,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,5,El Burio,Experimental,Pending,Kenya,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,6,Bendición,Experimental,Pending,Geisha,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,7,Los Pinos,Experimental,Pending,Villa Sarchi,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,8,Volcan Azul,Experimental,Pending,Sl28,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,9,Don Joaquin,Experimental,Pending,Geisha,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Costa Rica,2025,10,Don Eli,Experimental,Pending,Geisha,Experimental,https://allianceforcoffeeexcellence.org/costa-rica-2025/
Ecuador,2021,1a,Arashi,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,2,El Aguacate,NA,Natural,Sydra,Natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,3a,Alaska Del Sur,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,6,Yamba Mine,NA,Natural,Sydra,Natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,7,Casa Rumisitana,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,8,Lugmapata,NA,Honey,Sydra,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,9,El Arenal,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,10,Meridiano,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,11,Nuestra Señora De Guadalupe,NA,Washed,"Caturra, Buorbon, Typica",Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,12,El Mirador,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,13,El Dorado,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,14,Habitat Forest Coffee,NA,Washed,Bourbon,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,15,Indera,NA,Natural,Gesha,Natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,16,Rancho Tio Emilio,NA,Honey,Sydra,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,17,Hcda. La Florida,NA,Washed,"Caturra, Bourbon, Typica",Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,18,El Pino,NA,Washed,Typica Mejorado,Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,19,El Granjero,NA,Washed,"Bourbon, Typica Mejorado",Washed,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,20,Santa Gertrudis,NA,Honey,Sydra,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,21,Chorora,NA,Honey,Sydra,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,22,Terrazas del Pisque,NA,Honey,Typica Mejorado,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2021,23,Maputo,NA,Honey,Typica Mejorado,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2021/
Ecuador,2022,1,HACIENDA LUGMAPATA,NA,WASHED,Sydra,Washed,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,5,LA FLORIDA,NA,WASHED,Caturra 25%,Washed,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,7,LA PAPAYA HALAPA CIA LTDA,NA,NATURAL,Typica mejorada 100%,Natural,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,8,ALASKA DEL SUR,NA,WASHED,Typica mejorada 100%,Washed,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,11,EL MIRADOR LA PAPAYA,NA,WASHED,Typica mejorada 100%,Washed,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,12,EL ALISAL,NA,HONEY,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,13,SANTA RITA,NA,NATURAL,Typica,Natural,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,15,LA PONDEROSA,NA,NATURAL,Sydra,Natural,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,16,TERRAZAS DEL PISQUE,NA,WASHED,Typica mejorada 100%,Washed,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2022,18,CAFETALERA ANGELITA,NA,NATURAL,Bourbon 30%,Natural,https://allianceforcoffeeexcellence.org/ecuador-2022/
Ecuador,2023,1A,La Noria,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,2A,Nuestra Señora De Guadalupe,NA,Washed,Bourbon 40% And Typica 60%,Washed,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,7,La Ponderosa,NA,Natural,Sydra 10% And Improved Typica 90%,Natural,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,8,El Dorado,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,9,El Alisal,NA,Washed,National Typica,Washed,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,11,Cafetalera Angelita,NA,Natural,Bourbon 90% And Catuai 10%,Natural,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,12,Capamaco,NA,Natural,Improved Typica,Natural,https://allianceforcoffeeexcellence.org/ecuador-2023/
Ecuador,2023,14,La Carolina,NA,Washed,Sidra,Washed,https://allianceforcoffeeexcellence.org/ecuador-2023/
El Salvador,2018,1a,LA CUMBRE,NA,Natural,GEISHA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,2a,EL MANZANO,NA,Natural,GEISHA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,3a,SANTA ROSA,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,4a,MILEYDI,NA,Washed,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,5,SAN JOSE 1,NA,Natural,GEISHA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,6,SANTA ROSA,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,7,NUEVA GRANADA / HAMBURGO,NA,Honey,BOURBON ELEFANTE,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,8,TOPACIO,NA,Natural,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,9,LA FINCONA,NA,Washed,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,10,EL CONRRODAL,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,11,DIVINA PROVIDENCIA TABLON EL CARMEN,NA,Honey,SL-28,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,12,LA TRILLA,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,13,SAN JOSE 2,NA,Washed,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,14,CAYAGUANCA,NA,Natural,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,15,LAS PALMAS,NA,Washed,"BOURBON, PACAS",Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,16,LA MONTAÑITA,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,17,EL OPTIMISMO,NA,Washed,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,18,LA CONCORDIA,NA,Washed,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,19,LA GUATUZA,NA,Washed,PACAS,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,20,MILAGRO EL CERRO,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,21,SAN EMILIO,NA,Washed,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,22,LOS PIRINEOS,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,23,BUENA FE,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,24,LA CUMBRE,NA,Washed,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,25,LOS ROBLES,NA,Washed,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,26,PEÑA REDONDA,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,27,LAS DELICIAS,NA,Natural,"PACAMARA, SL-28",Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,28,LOS TRES POTROS,NA,Natural,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,29,ESQUIPULAS,NA,Washed,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,30,LA GUACHOCA,NA,Natural,RED BOURBON,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,31,COLOMBIA,NA,Natural,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,32,LAS LADERAS,NA,Washed,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,33,NAZARETH,NA,Natural,BOURBON,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,34,LA DALIA,NA,Natural,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,35,ATZUMPA,NA,Natural,BOURBON,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,36,LA ESMERALDA 1,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,37,HIMALAYA,NA,Natural,"PACAMARA, MARAGOGYPE",Natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2018,38,SAN CARLOS II/EL CORO,NA,Honey,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2018/
El Salvador,2019,1a,SANTA ROSA,NA,HONEY,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,2a,LOS PIRINEOS,NA,WASHED,BOURBON,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,3,LA ESPERANZA,NA,HONEY,BERNARDINA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,4,EL CIPRESAL,NA,WASHED,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,5,DON OCTAVIO,NA,HONEY,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,6,SAN RAFAEL 1,NA,NATURAL,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,7,PEÑA REDONDA,NA,NATURAL,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,8,LAS DELICIAS,NA,NATURAL,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,9,LAS PALMAS,NA,HONEY,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,10,EL ANONO,NA,HONEY,PACAMARA,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,11,LAS BRUMAS,NA,WASHED,KENYA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,12,LA BONITA,NA,WASHED,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,13,MILEYDI,NA,WASHED,PACAMARA,Washed,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,15,DIVINA PROVIDENCIA 5,NA,HONEY,ORANGE BOURBON,Honey / pulped natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
El Salvador,2019,16,NAZARETH,NA,NATURAL,PACAMARA,Natural,https://allianceforcoffeeexcellence.org/el-salvador-2019/
