country,year,rank,farm,process_group,process,variety,process_family,source_url
Guatemala,2025,1A,El Nazareno,One Of A Kind,Natural,"Borbon, Caturra, Catuai Amarillo, Typica, H1 Y Parainema",Natural,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,2,Bella Elizabeth,One Of A Kind,Washed,"Borbon,Caturra",Washed,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,3,Granito De Oro,One Of A Kind,Washed,"Borbon Amarillo,Catuaí amarillo",Washed,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,4,El Vergel,One Of A Kind,Natural,"Borbon,Catuaí,Anacafe 14",Natural,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,5,Los Arroyos,One Of A Kind,Washed,Borbon Amarillo,Washed,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,6,La Tormenta,One Of A Kind,Honey,Villa Sarchi,Honey / pulped natural,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,7,Granja El Tempixque,One Of A Kind,Washed,Catuaí,Washed,https://allianceforcoffeeexcellence.org/guatemala-2025/
Guatemala,2025,8,El Diamante,One Of A Kind,Washed,Borbon,Washed,https://allianceforcoffeeexcellence.org/guatemala-2025/
Honduras,2018,1A,San Francisco,NA,Washed,Geisha Emperador,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,2A,Los Pinos,NA,Washed,Typica,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,3A,Nacimiento # 2,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,4A,EL Plan,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,5A,La Montaña,NA,Natural,Lempira,Natural,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,6,La Laguna,NA,Honey,Catimore,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,7,La Montañita,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,8,El Espejo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,9,El Trapiche,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,10,El Cielito Lindo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,11,Los Chorritos,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,12,Las Tres Peñas,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,13,Don Andres,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,14,El Brujo,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,15,El Naranjo,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,16,Moreno,NA,Washed,Bourbon,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,17,La Sierra,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,18,Nacimiento # 1,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,19,Patriarca,NA,Washed,Ihcafe-90,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,20,Jeackeline,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,21,El Ocote,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,22,Los Robles,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,24,El Paraiso,NA,Honey,Ihcafe-90,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,25,Los Colibries,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,26,El Rincon,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,27,Limoncito,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,28,El Sauce,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,29,Los Cedros,NA,Natural,Ihcafe-90,Natural,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,30,La Colmena,NA,Washed,Red Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,31,La Leona,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,32,El Tanque,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,33,Mi Montaña,NA,Washed,Ihcafe-90,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,34,Las Botijas,NA,Washed,Pacamara,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,35,Cristal,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2018,36,Patepluma,NA,Washed,pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2018/
Honduras,2019,1a,Santa Lucia,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,2a,Las Flores,NA,Natural,Catuai,Natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,3a,La Sierra,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,4,El Nacimiento No. 1,NA,Washed,Bourbon,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,5,El Guayabo,NA,Natural,Pacas,Natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,6,Los Pinos,NA,Honey,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,7,Patepluma,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,8,La Lima,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,10,Las Cascadas,NA,Washed,Mezcla,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,11,El Limo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,12,Las Nieblas,NA,Washed,Bourbon,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,13,Cielito Lindo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,14,Pino De Oro,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,15,Los Primos,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,16,Los Robles,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,17,El Espejo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,18,El Roble,NA,Honey,Mezcla,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,20,Moreno,NA,Washed,Bourbon,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,21,El Aguacate,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,22,Bella Vista,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,23,Choly,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,24,Liquidambar,NA,Natural,Bourbon,Natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,25,Las Pilas,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,26,Los Chorritos,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,27,Mira Valle,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,28,Cual Bicicleta,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,29,Las Gemelas,NA,Natural,Catuai Rojo,Natural,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2019,30,Pacaya,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2019/
Honduras,2021,1a,Finca Santa Lucia,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,2a,Platanares,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,3a,Los Pinos,NA,Honey,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,4,El Sauce,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,5,La Salsa,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,6,El Carbonal,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,7,El Rubí,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,8,El Litacayo,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,9,Las Virginias,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,10,La Piedrona lote #1,NA,Washed,Lempira,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,11,La Huerta #1,NA,Washed,Parainema – Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,12,Virginia,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,13,Cielito Lindo,NA,Washed,SL28 Keniano,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,14,Los Tongos,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,15,Don Andres,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,16,Los Quetzales,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,17,La Platanera,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,18,Los Colibries,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,19,El Buen Sembrador,NA,Honey,Parainema,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,20,El Paraiso,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,21,Liquidámbar,NA,Natural,Borbon,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,22,Pacayalito,NA,Washed,Pacamara,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,23,El Plan,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,24,Las Tres Peñas,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2021,25,Cerro Azul,NA,Washed,Pacamara Amarillo,Washed,https://allianceforcoffeeexcellence.org/honduras-2021/
Honduras,2022,1a,La Salsa,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,2a,Santa Lucia,NA,Washed,Gesha & Yellow Pacamara,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,3,La Colmena,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,4,Don Andres,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,5,La Fortuna,NA,Natural,Gesha,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,6,Las Virginias,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,7,Las Virginias,NA,Natural,Gesha,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,8,Paraideli,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,9,Platanares,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,10,La Reina,NA,Honey,Gesha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,11,Los Pinos,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,12,Los Cedros,NA,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,13,Los Quetzales,NA,Washed,Gesha,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,14,Las Capucas,NA,Natural,Gesha,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,15,El Nacimiento,NA,Washed,SL28,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,16,El Ocote,NA,Honey,Gesha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,17,Liquidambar,NA,Washed,Pacamara,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,18,Los Robles,NA,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,19,De la Casa,NA,Honey,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,20,Las Botijas,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,21,La Lagunita,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,22,Flor del Ocotillo,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,23,Cielito Lindo,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,24,Los Colibries,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2022,25,Cerro alto,NA,Natural,IHCAFE 90 & Catimor,Natural,https://allianceforcoffeeexcellence.org/honduras-2022/
Honduras,2023,1a,Pino De Oro,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,2a,Las Virginias,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,3,La Fresa,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,4,El Zapote,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,5,La Salsa,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,6,Platanares,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,7,Los Pinos,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,8,De La Casa,NA,Honey,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,9,La Salvaje,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,10,Agua Dulce,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,11,La Reina,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,12,Los Tres Cedros,NA,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,13,Arianita,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,14,La Casa,NA,Washed,Catuai,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,15,El Guamal,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,16,La Montañita,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,17,Buena Vista,NA,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,18,Los Robles,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,19,La Colmena,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,20,La Peña,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,21,El Pozo,NA,Natural,Sl28,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,22,La Bendicion,NA,Honey,"Geisha, Catuai",Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,23,Sueño Fertil,NA,Washed,Caturra,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,24,Chavelo N°2,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,25,El Sol,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,26,Los Quetzales,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,27,El Itacayo,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,28,El Boqueron,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,29,El Mango,NA,Washed,Sl28,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2023,30,Liquidambar,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2023/
Honduras,2024,1A,La Salsa,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,2A,El Mango,NA,Washed,SL-28,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,3A,Los Pinos,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,4,Pino de Oro,NA,Natural,Geisha,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,5,Las Virginias,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,6,Los Primos,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,7,El Itacayo,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,8,Las Moras,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,9,La Montaña,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,10,Buena Vista,NA,Honey,Geisha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,11,El Mirador,NA,Honey,Geisha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,12,El Zapote,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,13,La Leona,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,14,La Esmeralda,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,15,La Colmena,NA,Honey,Geisha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,16,El Aguate,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,17,El Gravileo,NA,Washed,Typica,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,18,El Durazno,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,19,Los Tanquez,NA,Natural,Pacas,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,20,La Pila,NA,Natural,Maracaturra,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,21,Las Tres Peñas,NA,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,22,Las Rocas,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,23,El Pozo,NA,Natural,Geisha,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,24,Yireh,NA,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,25,El Guayabo,NA,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,26,El Sile,NA,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,27,Medalla Milagrosa,NA,Honey,Parainema,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,28,El Carreto,NA,Natural,SL-28,Natural,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2024,29,Los Romeros,NA,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2024/
Honduras,2025,1A,Finca Dariela,Honduras Traditional Varieties,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,2,La Peña,Honduras Traditional Varieties,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,3,Karmel,Honduras Traditional Varieties,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,4,El Ocote,Honduras Traditional Varieties,Honey,Pacas,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,5,Los Pinos,Honduras Traditional Varieties,Honey,Typica,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,6,El Gravileo,Honduras Traditional Varieties,Washed,Typica,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,7,Los Cipreses,Honduras Traditional Varieties,Washed,IHCAFE 90,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,8,La Quebrada,Honduras Traditional Varieties,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,9,El Nacimiento 1,Honduras Traditional Varieties,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,10,Las Acasias,Honduras Traditional Varieties,Washed,Pacas,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,1A,El Rubí,Parainema Variety,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,2,Laurel #3,Parainema Variety,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,3,Don Andres,Parainema Variety,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,4,Don Miguel,Parainema Variety,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,5,Los Zorzales,Parainema Variety,Natural,Parainema,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,6,El Laurel #2,Parainema Variety,Washed,Parainema,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,1A,La Salvaje,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,2,Piedras Amarillas,Exotic Varieties,Natural,Geisha,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,3,La Salsa,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,4,La Colmena,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,5,Las Virginias,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,6,Buena Vista,Exotic Varieties,Honey,Geisha,Honey / pulped natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,7,La Leona,Exotic Varieties,Natural,Pacamara,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,8,El Pozo,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,9,El Itacayo,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,10,Naranjito 2,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,11,El Mango,Exotic Varieties,Washed,SL28,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,12,Los Hermanos,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,13,La Aguja,Exotic Varieties,Washed,Geisha,Washed,https://allianceforcoffeeexcellence.org/honduras-2025/
Honduras,2025,14,La Pila,Exotic Varieties,Natural,Maracaturra,Natural,https://allianceforcoffeeexcellence.org/honduras-2025/
Indonesia,2021,1,Pantan Musara,NA,Honey,"Ateng, Gayo 1, P88",Honey / pulped natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,2,Ibun Ita,NA,Natural,Sigararutang,Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,3,Pantan Musara,NA,Washed,"Ateng, Gayo 1, P88",Washed,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,4,Ijen Lestari,NA,Natural,"USDA, Colombia Brazil",Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,5,Ibun Yudi,NA,Natural,"Sigararutang, Kartika, S-795",Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,6,Koperasi Koerintji Barokah,NA,Honey,"Sigararutang, S-795, Andungsari",Honey / pulped natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,7,Avatara Gayo,NA,Natural,"Abyssinia, P88, Ateng, Typica",Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,8,Kamojang,NA,Washed,"Ateng, Sigararutang, S-795, Andungsari",Washed,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,9,Topidi,NA,Washed,Typica,Washed,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,10,Lereng Gunung Argopuro Krucil,NA,Natural,Cobra & Typica,Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,11,Topidi,NA,Natural,Typica,Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,12,PT Sulotco Jaya Abadi,NA,Washed,"S-795, USDA, Catuai",Washed,https://allianceforcoffeeexcellence.org/indonesia-2021/
Indonesia,2021,13,Malabar Mountain Coffee,NA,Natural,"Lini S 795, Catimor, Sigararutang",Natural,https://allianceforcoffeeexcellence.org/indonesia-2021/
