event_id,event_name,event_type,country,year,program,process_group,rank,score,farm,producer,process,variety,region,source_url,swap_process_variety,process_label_status,process_family,base_process,innovation_class,experimental_method,process_classification_source,rank_key,entry_rank,farm_key,producer_key,entry_key,experimental_technology,first_observed_year_country,last_observed_year_country,left_censored_at_baseline,appearance_after_baseline,observed_again_later,first_observed_experimental_entry,reproduced_experimental_entry
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,10,88.83,Juan Martin,Banexport,Anaerobic Washed,Geisha,Cauca,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Washed,Experimental,Anaerobic,reported process,10,10,juan martin,banexport,20a6b645aa948554|COE|NA|10,Washed | Anaerobic,2019,2023,FALSE,TRUE,TRUE,FALSE,TRUE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,11,88.17,Buena Vista,Edier Perdomo Claros,Honey,Geisha,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,11,11,buena vista,edier perdomo claros,20a6b645aa948554|COE|NA|11,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,12,88.06,La Cruz,Artemio Libardo Lopez,Anaerobic Washed,"Caturra, Castillo, Colombia",Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Washed,Experimental,Anaerobic,reported process,12,12,la cruz,artemio libardo lopez,20a6b645aa948554|COE|NA|12,Washed | Anaerobic,2019,2023,FALSE,TRUE,TRUE,FALSE,TRUE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,13,88,Zamora,German Sanchez Peñuela,Washed,Caturra,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,13,13,zamora,german sanchez penuela,20a6b645aa948554|COE|NA|13,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,14,88,La Vega,Teresa De Jesus Ospina De Rodriguez,Anaerobic Washed,Bourbon Rosado,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Washed,Experimental,Anaerobic,reported process,14,14,la vega,teresa de jesus ospina de rodriguez,20a6b645aa948554|COE|NA|14,Washed | Anaerobic,2019,2023,FALSE,TRUE,TRUE,FALSE,TRUE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,15,88,Los Guayacanes,Evelio Audias Lasso,Washed,Caturra Chiroso,Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,15,15,los guayacanes,evelio audias lasso,20a6b645aa948554|COE|NA|15,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,16,88,El Guayabo,Noralba Burbano Muñoz,Washed,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,16,16,el guayabo,noralba burbano munoz,20a6b645aa948554|COE|NA|16,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,17,87.89,San Pedro,Milton Monroy,Natural,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,17,17,san pedro,milton monroy,20a6b645aa948554|COE|NA|17,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,18,87.89,El Cachingo,Edinson Ricardo Bravo Urbano,Washed,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,18,18,el cachingo,edinson ricardo bravo urbano,20a6b645aa948554|COE|NA|18,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,19,87.78,La Mina,Jeison Libano Lopez,Washed,"Caturra, Castillo, Colombia",Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,19,19,la mina,jeison libano lopez,20a6b645aa948554|COE|NA|19,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,2a,90.39,Santa Ana,Carlos Alberto Belalcazar,Washed,Geisha,Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,2A,2,santa ana,carlos alberto belalcazar,20a6b645aa948554|COE|NA|2,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,20,87.61,Los Cachingos,Blanca Rubys Lopez Ibata,Washed,Ají,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,20,20,los cachingos,blanca rubys lopez ibata,20a6b645aa948554|COE|NA|20,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,21,87.56,Monteverde,Johan Gutierrez Falla,Honey,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,21,21,monteverde,johan gutierrez falla,20a6b645aa948554|COE|NA|21,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,22,87.5,La Fortuna,Victor Felix Ramirez,Honey,Geisha,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,22,22,la fortuna,victor felix ramirez,20a6b645aa948554|COE|NA|22,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,23,87.44,Diamante,Diego Campos,Anaerobic Natural,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Natural,Experimental,Anaerobic,reported process,23,23,diamante,diego campos,20a6b645aa948554|COE|NA|23,Natural | Anaerobic,2021,2023,FALSE,TRUE,TRUE,FALSE,TRUE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,24,87.44,La Roca,Jorge Elías Rojas Vásquez,Honey,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,24,24,la roca,jorge elias rojas vasquez,20a6b645aa948554|COE|NA|24,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,25,87.28,La Piragua,Alexander Vargaz Osorio,Anaerobic Washed,Bourbon Rosado,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Washed,Experimental,Anaerobic,reported process,25,25,la piragua,alexander vargaz osorio,20a6b645aa948554|COE|NA|25,Washed | Anaerobic,2019,2023,FALSE,TRUE,TRUE,FALSE,TRUE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,26,87.22,El Refugio,Carmen Alica Ruiz,Washed,Bourbon,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,26,26,el refugio,carmen alica ruiz,20a6b645aa948554|COE|NA|26,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,27,87.11,El Cairo,Lucas German Melo Pinchao,Washed,"Colombia, Typica",Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,27,27,el cairo,lucas german melo pinchao,20a6b645aa948554|COE|NA|27,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,28,87.06,La Siberia,Einar Ortiz,Washed,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,28,28,la siberia,einar ortiz,20a6b645aa948554|COE|NA|28,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,3a,90.33,El Cedral,Ángel María Rojas Vásquez,Honey,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,3A,3,el cedral,angel maria rojas vasquez,20a6b645aa948554|COE|NA|3,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,4,90.06,Los Aguacates,Doris Maria Cacais,Honey,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,4,4,los aguacates,doris maria cacais,20a6b645aa948554|COE|NA|4,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,5,89.78,La Bohemia,Raquel Lasso Muñoz,Washed,Geisha,Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,5,5,la bohemia,raquel lasso munoz,20a6b645aa948554|COE|NA|5,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,6,89.56,El Triunfo,Jose Uribe Lasso,Natural,Ají,Huila,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,6,6,el triunfo,jose uribe lasso,20a6b645aa948554|COE|NA|6,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,7,89.5,Buenos Aires,Israel Hernandez,Washed,Geisha,Tolima,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,7,7,buenos aires,israel hernandez,20a6b645aa948554|COE|NA|7,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,8,89.39,La Palma,Pedro Miguel Echavarria,Washed,Chiroso,Antioquia,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,8,8,la palma,pedro miguel echavarria,20a6b645aa948554|COE|NA|8,NA,NA,NA,NA,NA,NA,FALSE,FALSE
20a6b645aa948554,Colombia 2023,COE,Colombia,2023,COE,NA,9,88.89,Juanambú,Anayda Ximena Martinez Enriquez,Anaerobic Honey,Caturra,Nariño,https://allianceforcoffeeexcellence.org/colombia-2023/,FALSE,reported,Experimental,Honey / pulped natural,Experimental,Anaerobic,reported process,9,9,juanambu,anayda ximena martinez enriquez,20a6b645aa948554|COE|NA|9,Honey / pulped natural | Anaerobic,2019,2023,FALSE,TRUE,TRUE,FALSE,TRUE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,1a,91.29,Don Cayito,Luis Ricardo Calderon Madrigal,Honey,Gesha,"Dota, El Jardin",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,1A,1,don cayito,luis ricardo calderon madrigal,3f6557f6d36b2162|COE|NA|1,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,10,89,Santa Teresa,Roger Ureña Hidalgo,Washed,Gesha,Santa María De Dota,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,10,10,santa teresa,roger urena hidalgo,3f6557f6d36b2162|COE|NA|10,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,11,88.85,Flor De Cafe,Carlos Eduardo Barrantes Zuñiga,Honey,Kenia,"Naranjo, Cirri, Lourdes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,11,11,flor de cafe,carlos eduardo barrantes zuniga,3f6557f6d36b2162|COE|NA|11,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,12,88.71,Finca El Cedral,Hector Bonilla Cruz,Honey,Gesha,Tarrazu San Marcos,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,12,12,finca el cedral,hector bonilla cruz,3f6557f6d36b2162|COE|NA|12,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,13,88.65,Finca Las Cruces,Juan Ramon Alvarado Rodriguez,Honey,Kenia,"Heredia, San Isidro San Francisco",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,13,13,finca las cruces,juan ramon alvarado rodriguez,3f6557f6d36b2162|COE|NA|13,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,14,88.59,Leoncio,Manuel Antonio Barrantes Zuñiga,Washed,San Roque,"Naranjo, Cirri, Lourdes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,14,14,leoncio,manuel antonio barrantes zuniga,3f6557f6d36b2162|COE|NA|14,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,15,88.59,Divino Niño,Mauricio Vindas Vargas,Natural,"Caturra,Catuai",San Pablo De León Cortés,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,15,15,divino nino,mauricio vindas vargas,3f6557f6d36b2162|COE|NA|15,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,16,88.59,Finca La Torre,Arnaldo Brrantes Zuñiga,Natural,Tipica Lourdes,"Naranjo, Cirri, Lourdes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,16,16,finca la torre,arnaldo brrantes zuniga,3f6557f6d36b2162|COE|NA|16,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,17,88.53,Trinidad,Luis Alberto Monge Ureña,Honey,Catuai,"La Trinidad, San Isidro, León Cortes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,17,17,trinidad,luis alberto monge urena,3f6557f6d36b2162|COE|NA|17,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,18,88.38,El Centro,Teneria Pirro Antonio Gomez Ltda,Natural,Gesha,"Heredia, San Rafael, Getsemani",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,18,18,el centro,teneria pirro antonio gomez ltda,3f6557f6d36b2162|COE|NA|18,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,19,88.35,Las Nubes,Roger Ureña Hidalgo,Honey,Typica Mejorado,Santa María De Dota,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,19,19,las nubes,roger urena hidalgo,3f6557f6d36b2162|COE|NA|19,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,2a,91.15,Don Antonio,Grupo Los Grandes De Copey S.A.,Honey,Gesha,"Dota, Copey",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,2A,2,don antonio,grupo los grandes de copey s a,3f6557f6d36b2162|COE|NA|2,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,20,88.35,Finca Altamira,Hernàndez Y Gàlvez S.A.,Natural,Obatà Caturra,"Barva, San Pablo Buena Vista",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,20,20,finca altamira,hernandez y galvez s a,3f6557f6d36b2162|COE|NA|20,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,21,88.29,La Laguna,Jorge Mario Araya Mora,Honey,Catuaí Rojo.,"Cantón Tarrazú, Distrito San Marcos.",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,21,21,la laguna,jorge mario araya mora,3f6557f6d36b2162|COE|NA|21,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,22,88.21,Finca Bellavista,Josue Bonilla Solis,Honey,Catuai,Leon Cortes Llano Bonito,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,22,22,finca bellavista,josue bonilla solis,3f6557f6d36b2162|COE|NA|22,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,23,88.18,Sin Límites,Maribel Barrantes Zúñiga,Honey,Kenia Cl28,Lourdes De Cirri De Naranjo,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,23,23,sin limites,maribel barrantes zuniga,3f6557f6d36b2162|COE|NA|23,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,24,88.15,El Beneficio,Juan Ramon Alvarado Rodriguez,Natural,Gesha,"Heredia, San Isidro San Francisco",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,24,24,el beneficio,juan ramon alvarado rodriguez,3f6557f6d36b2162|COE|NA|24,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,25,87.94,Finca El Llano,Hector Bonilla Cruz,Honey,Bourbon Mejorado,Leon Cortes Llano Bonito,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,25,25,finca el llano,hector bonilla cruz,3f6557f6d36b2162|COE|NA|25,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,26,87.91,Cuadro El Rio,Teneria Pirro Antonio Gomez Ltda,Natural,Gesha,"Heredia, San Rafael, Getsemani",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,26,26,cuadro el rio,teneria pirro antonio gomez ltda,3f6557f6d36b2162|COE|NA|26,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,27,87.88,Doña Clemencia,Beneficio Brumas Del Zurqui S.A,Natural,Gesha,"Heredia, San Isidro San Francisco",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,27,27,dona clemencia,beneficio brumas del zurqui s a,3f6557f6d36b2162|COE|NA|27,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,28,87.82,El Alto,Luis Enrique Navarro Porras,Washed,Caturra,La Bandera De Dota,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,28,28,el alto,luis enrique navarro porras,3f6557f6d36b2162|COE|NA|28,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,29,87.82,Dragon,Luis Alberto Monge Ureña,Washed,Catuai,"Aserri, La Legua, Parritilla",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,29,29,dragon,luis alberto monge urena,3f6557f6d36b2162|COE|NA|29,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,3a,90.59,La Union,Maria Elena Camacho Morales,Natural,Villa Sarchi,Concepcion De San Rafael De Heredia,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,3A,3,la union,maria elena camacho morales,3f6557f6d36b2162|COE|NA|3,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,30,87.59,Juanachute Punta,Luis Anastasio Castro Vargas,Honey,Caturra-Catuai-Typica,"León Cortes, San Pablo",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,30,30,juanachute punta,luis anastasio castro vargas,3f6557f6d36b2162|COE|NA|30,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,31,87.5,Finca Las Nubes,Luis Pablo Bonilla Solis,Honey,Bourbon Mejorado,Leon Cortes Llano Bonito,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,31,31,finca las nubes,luis pablo bonilla solis,3f6557f6d36b2162|COE|NA|31,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,32,87.38,Sol Naciente,Luis Arturo Bonilla Chacón,Washed,Catuai,Santa María De Dota,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,32,32,sol naciente,luis arturo bonilla chacon,3f6557f6d36b2162|COE|NA|32,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,33,87.26,Lorena,Manuel Antonio Barrantes Zuñiga,Honey,Tipica Toño,"Naranjo, Cirri, Lordes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,33,33,lorena,manuel antonio barrantes zuniga,3f6557f6d36b2162|COE|NA|33,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,34,87,Finca Los Tucanes,Maria Auxiliadora Bonilla Solis,Honey,Gesha,Leon Cortes Llano Bonito,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,34,34,finca los tucanes,maria auxiliadora bonilla solis,3f6557f6d36b2162|COE|NA|34,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,35,86.56,San Cristobal,Eduardo Navarro Jimenez,Natural,Caturra Catuaí,"Desamparados, Distrito San Cristobal",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Natural,Natural,Conventional,NA,reported process,35,35,san cristobal,eduardo navarro jimenez,3f6557f6d36b2162|COE|NA|35,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,36,86.21,Volcan Azul,Finca Fcj Volcán Azul S.A,Honey,Gesha,"Grecia, San Roque",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,36,36,volcan azul,finca fcj volcan azul s a,3f6557f6d36b2162|COE|NA|36,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,4a,90.41,La Minilla,Sergio Salas Jimenez,Natural Anaerobic,Villa Sanchí Y Caturra,"San Ramón, San Rafael",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Experimental,Natural,Experimental,Anaerobic,reported process,4A,4,la minilla,sergio salas jimenez,3f6557f6d36b2162|COE|NA|4,Natural | Anaerobic,2018,2018,TRUE,FALSE,FALSE,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,5a,90.35,Chispita,Carlos Eduardo Barrantes Zuñiga,Washed,Kenia,"Naranjo, Cirri, Lourdes",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,5A,5,chispita,carlos eduardo barrantes zuniga,3f6557f6d36b2162|COE|NA|5,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,6a,90.06,Finca La Loma,Luis Pablo Bonilla Solis,Honey,Gesha,Leon Cortes Llano Bonito,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,6A,6,finca la loma,luis pablo bonilla solis,3f6557f6d36b2162|COE|NA|6,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,7,89.47,Don Dario,Grupo Los Grandes De Copey S.A.,Washed,Gesha,"Dota, Copey",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Washed,Washed,Conventional,NA,reported process,7,7,don dario,grupo los grandes de copey s a,3f6557f6d36b2162|COE|NA|7,NA,NA,NA,NA,NA,NA,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,8,89.41,El Diamante,Carlos Luis Fernández Morera,Anaerobic,Caturra Y Catuaí,"San Ramón, San Rafael",https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Experimental,Not reported,Experimental,Anaerobic,reported process,8,8,el diamante,carlos luis fernandez morera,3f6557f6d36b2162|COE|NA|8,Not reported | Anaerobic,2018,2023,TRUE,FALSE,TRUE,FALSE,FALSE
3f6557f6d36b2162,2018,COE,Costa Rica,2018,COE,NA,9,89.35,Finca La Pastora,Maria Cecilia Solís Moreno,Honey,Villalobos Catuai,Tarrazu San Marcos,https://allianceforcoffeeexcellence.org/costa-rica-2018/,FALSE,reported,Honey / pulped natural,Honey / pulped natural,Conventional,NA,reported process,9,9,finca la pastora,maria cecilia solis moreno,3f6557f6d36b2162|COE|NA|9,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ce40b6a6738bbb99,2019,COE,Costa Rica,2019,COE,NA,1a,91.14,Don Dario,Grupo Los Grandes de Copey,Anaerobic,Gesha,Tarrazú,https://allianceforcoffeeexcellence.org/costa-rica-2019/,FALSE,reported,Experimental,Not reported,Experimental,Anaerobic,reported process,1A,1,don dario,grupo los grandes de copey,ce40b6a6738bbb99|COE|NA|1,Not reported | Anaerobic,2018,2023,TRUE,FALSE,TRUE,FALSE,TRUE
