event_id,event_name,event_type,country,year,program,process_family,entries,total_entries,reported_entries,share_all,share_reported,coverage_rate
db8d673b53d2c07d,2018,COE,Mexico,2018,COE,Not reported,1,29,28,0.034482758620689655,NA,0.9655172413793104
db8d673b53d2c07d,2018,COE,Mexico,2018,COE,Washed,22,29,28,0.7586206896551724,0.7857142857142857,0.9655172413793104
cc0114c82be5db63,2019,COE,Mexico,2019,COE,Experimental,1,28,28,0.03571428571428571,0.03571428571428571,1
cc0114c82be5db63,2019,COE,Mexico,2019,COE,Honey / pulped natural,2,28,28,0.07142857142857142,0.07142857142857142,1
cc0114c82be5db63,2019,COE,Mexico,2019,COE,Natural,3,28,28,0.10714285714285714,0.10714285714285714,1
cc0114c82be5db63,2019,COE,Mexico,2019,COE,Washed,22,28,28,0.7857142857142857,0.7857142857142857,1
8490c0273821d2a1,Mexico 2021,COE,Mexico,2021,COE,Honey / pulped natural,6,30,30,0.2,0.2,1
8490c0273821d2a1,Mexico 2021,COE,Mexico,2021,COE,Natural,8,30,30,0.26666666666666666,0.26666666666666666,1
8490c0273821d2a1,Mexico 2021,COE,Mexico,2021,COE,Washed,16,30,30,0.5333333333333333,0.5333333333333333,1
9afb42276738b733,Mexico 2022,COE,Mexico,2022,COE,Honey / pulped natural,2,30,30,0.06666666666666667,0.06666666666666667,1
9afb42276738b733,Mexico 2022,COE,Mexico,2022,COE,Natural,6,30,30,0.2,0.2,1
9afb42276738b733,Mexico 2022,COE,Mexico,2022,COE,Washed,22,30,30,0.7333333333333333,0.7333333333333333,1
c5947e46efa4a520,Mexico 2023,COE,Mexico,2023,COE,Honey / pulped natural,3,26,26,0.11538461538461539,0.11538461538461539,1
c5947e46efa4a520,Mexico 2023,COE,Mexico,2023,COE,Natural,12,26,26,0.46153846153846156,0.46153846153846156,1
c5947e46efa4a520,Mexico 2023,COE,Mexico,2023,COE,Washed,11,26,26,0.4230769230769231,0.4230769230769231,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,COE,Experimental,10,30,30,0.3333333333333333,0.3333333333333333,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,COE,Honey / pulped natural,6,30,30,0.2,0.2,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,COE,Natural,4,30,30,0.13333333333333333,0.13333333333333333,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,COE,Washed,10,30,30,0.3333333333333333,0.3333333333333333,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,NW,Natural,1,4,4,0.25,0.25,1
2d66f52827193519,Mexico 2024,COE,Mexico,2024,NW,Washed,3,4,4,0.75,0.75,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,COE,Experimental,9,30,30,0.3,0.3,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,COE,Honey / pulped natural,6,30,30,0.2,0.2,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,COE,Natural,5,30,30,0.16666666666666666,0.16666666666666666,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,COE,Washed,10,30,30,0.3333333333333333,0.3333333333333333,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,NW,Experimental,1,4,4,0.25,0.25,1
e79330b9e90b09dc,Mexico 2025,COE,Mexico,2025,NW,Washed,3,4,4,0.75,0.75,1
958690440cdbefb5,2002,COE,Nicaragua,2002,COE,Not reported,23,23,0,1,NA,0
006d132a118d0da8,2003,COE,Nicaragua,2003,COE,Not reported,37,37,0,1,NA,0
9b41db41829ea486,2004,COE,Nicaragua,2004,COE,Not reported,29,29,0,1,NA,0
d767976e2066de8e,2005,COE,Nicaragua,2005,COE,Not reported,35,35,0,1,NA,0
da9b1a5c74fd4dd4,2006,COE,Nicaragua,2006,COE,Not reported,25,25,0,1,NA,0
762c57dba751e942,2007,COE,Nicaragua,2007,COE,Not reported,34,34,0,1,NA,0
da5b8d67ef9fccb3,2008,COE,Nicaragua,2008,COE,Not reported,25,25,0,1,NA,0
c56ff7f8e1e41dd6,2009,COE,Nicaragua,2009,COE,Not reported,26,26,0,1,NA,0
5971844d6c5e2009,2010,COE,Nicaragua,2010,COE,Not reported,27,27,0,1,NA,0
e741c9bf9232ab04,2011,COE,Nicaragua,2011,COE,Not reported,27,27,0,1,NA,0
a58384c85569435c,2012,COE,Nicaragua,2012,COE,Not reported,25,25,0,1,NA,0
8df430f321dfebe7,2014,COE,Nicaragua,2014,COE,Not reported,24,24,0,1,NA,0
306cdc3f652cd29f,2015,COE,Nicaragua,2015,COE,Not reported,30,30,0,1,NA,0
eb131b841c2d82a2,2017,COE,Nicaragua,2017,COE,Not reported,25,25,0,1,NA,0
7f40430980f0b5e6,2018,COE,Nicaragua,2018,COE,Honey / pulped natural,5,35,35,0.14285714285714285,0.14285714285714285,1
7f40430980f0b5e6,2018,COE,Nicaragua,2018,COE,Natural,6,35,35,0.17142857142857143,0.17142857142857143,1
7f40430980f0b5e6,2018,COE,Nicaragua,2018,COE,Washed,24,35,35,0.6857142857142857,0.6857142857142857,1
a715bdb54ff0d688,Nicaragua 2021,COE,Nicaragua,2021,COE,Experimental,1,23,23,0.043478260869565216,0.043478260869565216,1
a715bdb54ff0d688,Nicaragua 2021,COE,Nicaragua,2021,COE,Honey / pulped natural,5,23,23,0.21739130434782608,0.21739130434782608,1
a715bdb54ff0d688,Nicaragua 2021,COE,Nicaragua,2021,COE,Natural,7,23,23,0.30434782608695654,0.30434782608695654,1
a715bdb54ff0d688,Nicaragua 2021,COE,Nicaragua,2021,COE,Washed,10,23,23,0.43478260869565216,0.43478260869565216,1
319d40e9b8e35a24,Nicaragua 2022,COE,Nicaragua,2022,COE,Honey / pulped natural,4,26,26,0.15384615384615385,0.15384615384615385,1
319d40e9b8e35a24,Nicaragua 2022,COE,Nicaragua,2022,COE,Natural,12,26,26,0.46153846153846156,0.46153846153846156,1
319d40e9b8e35a24,Nicaragua 2022,COE,Nicaragua,2022,COE,Washed,10,26,26,0.38461538461538464,0.38461538461538464,1
7b46413689f41744,Nicaragua 2023,COE,Nicaragua,2023,COE,Honey / pulped natural,1,16,16,0.0625,0.0625,1
7b46413689f41744,Nicaragua 2023,COE,Nicaragua,2023,COE,Natural,6,16,16,0.375,0.375,1
7b46413689f41744,Nicaragua 2023,COE,Nicaragua,2023,COE,Washed,9,16,16,0.5625,0.5625,1
95f3bb26fec856b9,Nicaragua 2024,COE,Nicaragua,2024,COE,Honey / pulped natural,2,30,30,0.06666666666666667,0.06666666666666667,1
95f3bb26fec856b9,Nicaragua 2024,COE,Nicaragua,2024,COE,Natural,10,30,30,0.3333333333333333,0.3333333333333333,1
95f3bb26fec856b9,Nicaragua 2024,COE,Nicaragua,2024,COE,Washed,18,30,30,0.6,0.6,1
7eda394b87ad5966,Nicaragua 2025,COE,Nicaragua,2025,COE,Honey / pulped natural,1,30,30,0.03333333333333333,0.03333333333333333,1
7eda394b87ad5966,Nicaragua 2025,COE,Nicaragua,2025,COE,Natural,14,30,30,0.4666666666666667,0.4666666666666667,1
7eda394b87ad5966,Nicaragua 2025,COE,Nicaragua,2025,COE,Washed,15,30,30,0.5,0.5,1
f06207128b447b2a,2017,COE,Peru,2017,COE,Not reported,19,19,0,1,NA,0
4e0a635e5b9cd136,2018,COE,Peru,2018,COE,Washed,23,23,23,1,1,1
a9c5085d9aa7d8bf,2019,COE,Peru,2019,COE,Honey / pulped natural,1,21,21,0.047619047619047616,0.047619047619047616,1
a9c5085d9aa7d8bf,2019,COE,Peru,2019,COE,Washed,20,21,21,0.9523809523809523,0.9523809523809523,1
049e1f574d37b6f7,Peru 2021,COE,Peru,2021,COE,Natural,7,24,24,0.2916666666666667,0.2916666666666667,1
049e1f574d37b6f7,Peru 2021,COE,Peru,2021,COE,Washed,17,24,24,0.7083333333333334,0.7083333333333334,1
3f24f65f0fcace40,Peru 2022,COE,Peru,2022,COE,Natural,5,29,29,0.1724137931034483,0.1724137931034483,1
3f24f65f0fcace40,Peru 2022,COE,Peru,2022,COE,Washed,24,29,29,0.8275862068965517,0.8275862068965517,1
3eba8775b8710914,Peru 2023,COE,Peru,2023,COE,Experimental,2,30,30,0.06666666666666667,0.06666666666666667,1
3eba8775b8710914,Peru 2023,COE,Peru,2023,COE,Honey / pulped natural,1,30,30,0.03333333333333333,0.03333333333333333,1
3eba8775b8710914,Peru 2023,COE,Peru,2023,COE,Natural,7,30,30,0.23333333333333334,0.23333333333333334,1
3eba8775b8710914,Peru 2023,COE,Peru,2023,COE,Washed,20,30,30,0.6666666666666666,0.6666666666666666,1
d9e938f39eb3880a,Peru 2024,COE,Peru,2024,COE,Natural,6,25,25,0.24,0.24,1
d9e938f39eb3880a,Peru 2024,COE,Peru,2024,COE,Washed,19,25,25,0.76,0.76,1
d9e938f39eb3880a,Peru 2024,COE,Peru,2024,NW,Washed,7,7,7,1,1,1
216beb519b06ab27,Peru 2025,COE,Peru,2025,COE,Honey / pulped natural,1,30,30,0.03333333333333333,0.03333333333333333,1
216beb519b06ab27,Peru 2025,COE,Peru,2025,COE,Natural,6,30,30,0.2,0.2,1
216beb519b06ab27,Peru 2025,COE,Peru,2025,COE,Washed,23,30,30,0.7666666666666667,0.7666666666666667,1
216beb519b06ab27,Peru 2025,COE,Peru,2025,NW,Natural,1,3,3,0.3333333333333333,0.3333333333333333,1
216beb519b06ab27,Peru 2025,COE,Peru,2025,NW,Washed,2,3,3,0.6666666666666666,0.6666666666666666,1
69a12e0f55740ef8,2008,COE,Rwanda,2008,COE,Not reported,24,24,0,1,NA,0
ad438a1492b82749,2010,COE,Rwanda,2010,COE,Not reported,22,22,0,1,NA,0
cbb6685c1de9606c,2011,COE,Rwanda,2011,COE,Not reported,36,36,0,1,NA,0
8609cb0c260326a4,2012,COE,Rwanda,2012,COE,Not reported,26,26,0,1,NA,0
415b9957427e9382,2013,COE,Rwanda,2013,COE,Not reported,14,14,0,1,NA,0
a66ac5503b74bdc0,2014,COE,Rwanda,2014,COE,Not reported,28,28,0,1,NA,0
85dbbeca6dd82687,2015,COE,Rwanda,2015,COE,Not reported,21,21,0,1,NA,0
3252450a1c4f202d,2018,COE,Rwanda,2018,COE,Not reported,1,29,28,0.034482758620689655,NA,0.9655172413793104
3252450a1c4f202d,2018,COE,Rwanda,2018,COE,Washed,28,29,28,0.9655172413793104,1,0.9655172413793104
2ce15a7f40ccc6a3,Taiwan 2024,COE,Taiwan,2024,COE,Honey / pulped natural,3,20,20,0.15,0.15,1
2ce15a7f40ccc6a3,Taiwan 2024,COE,Taiwan,2024,COE,Natural,13,20,20,0.65,0.65,1
2ce15a7f40ccc6a3,Taiwan 2024,COE,Taiwan,2024,COE,Washed,4,20,20,0.2,0.2,1
2ce15a7f40ccc6a3,Taiwan 2024,COE,Taiwan,2024,NW,Natural,3,5,5,0.6,0.6,1
2ce15a7f40ccc6a3,Taiwan 2024,COE,Taiwan,2024,NW,Washed,2,5,5,0.4,0.4,1
2275524667da73bd,Taiwan 2025,COE,Taiwan,2025,COE,Honey / pulped natural,7,27,27,0.25925925925925924,0.25925925925925924,1
2275524667da73bd,Taiwan 2025,COE,Taiwan,2025,COE,Natural,14,27,27,0.5185185185185185,0.5185185185185185,1
2275524667da73bd,Taiwan 2025,COE,Taiwan,2025,COE,Washed,6,27,27,0.2222222222222222,0.2222222222222222,1
2a8e5a9baaa80905,Thailand 2023,COE,Thailand,2023,COE,Experimental,1,16,16,0.0625,0.0625,1
2a8e5a9baaa80905,Thailand 2023,COE,Thailand,2023,COE,Honey / pulped natural,5,16,16,0.3125,0.3125,1
2a8e5a9baaa80905,Thailand 2023,COE,Thailand,2023,COE,Natural,8,16,16,0.5,0.5,1
2a8e5a9baaa80905,Thailand 2023,COE,Thailand,2023,COE,Washed,2,16,16,0.125,0.125,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,COE,Honey / pulped natural,7,27,27,0.25925925925925924,0.25925925925925924,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,COE,Natural,15,27,27,0.5555555555555556,0.5555555555555556,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,COE,Washed,5,27,27,0.18518518518518517,0.18518518518518517,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,NW,Honey / pulped natural,1,4,4,0.25,0.25,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,NW,Natural,1,4,4,0.25,0.25,1
10b05a69b2ee99bc,Thailand 2024,COE,Thailand,2024,NW,Washed,2,4,4,0.5,0.5,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,COE,Experimental,2,21,21,0.09523809523809523,0.09523809523809523,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,COE,Honey / pulped natural,7,21,21,0.3333333333333333,0.3333333333333333,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,COE,Natural,10,21,21,0.47619047619047616,0.47619047619047616,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,COE,Washed,2,21,21,0.09523809523809523,0.09523809523809523,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,NW,Honey / pulped natural,1,7,7,0.14285714285714285,0.14285714285714285,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,NW,Natural,5,7,7,0.7142857142857143,0.7142857142857143,1
e4f222213bccceb2,Thailand 2025,COE,Thailand,2025,NW,Washed,1,7,7,0.14285714285714285,0.14285714285714285,1
